eli,Precipitacion,Humedad,'Direccion del Viento','Velocidad del Viento',Temperatura_
1163,0,54,350,44,6.0
18000,10,1,115,33,3.0
11151,0,95,177,13,4.0
12777,0,80,127,8,5.0
25768,0,88,185,36,5.0
16747,0,62,166,26,5.0
37487,0,33,148,29,5.0
12210,0,71,156,9,4.0
10714,0,1,5,9,2.0
19384,0,87,167,34,5.0
3944,0,54,31,16,3.0
34965,0,58,123,58,5.0
35756,0,69,178,29,4.0
28170,0,84,175,10,5.0
40675,0,43,143,38,7.0
3341,0,49,41,5,4.0
29075,0,50,189,13,5.0
32011,0,59,185,23,5.0
15060,0,40,10,13,3.0
30202,0,74,47,18,5.0
181,17,1,97,18,4.0
15886,0,39,140,38,5.0
13945,0,68,356,10,2.0
13925,0,64,39,17,2.0
26439,0,49,131,39,5.0
4963,0,71,37,9,3.0
37951,0,56,341,10,3.0
7452,0,55,349,24,4.0
23140,0,66,28,17,3.0
32532,0,25,184,13,7.0
36521,0,65,164,12,6.0
13331,0,38,167,18,4.0
1921,0,65,25,16,5.0
9299,0,71,66,10,3.0
37560,0,36,192,15,5.0
39158,0,38,279,41,3.0
40658,0,64,331,22,4.0
28369,0,77,337,6,4.0
23565,0,64,158,43,5.0
4658,0,66,187,17,5.0
35254,2,94,186,23,4.0
27706,0,50,37,24,3.0
28864,0,46,172,39,6.0
16302,0,1,127,7,3.0
17195,0,69,338,30,5.0
30531,0,40,341,15,2.0
10718,0,82,40,12,3.0
19786,0,81,347,13,3.0
36760,0,76,204,11,4.0
18938,0,87,22,12,4.0
37512,0,34,64,2,5.0
9760,0,47,175,19,4.0
15497,0,32,276,47,7.0
37433,0,62,189,10,5.0
27157,0,64,178,26,6.0
16355,0,88,85,8,4.0
8151,0,82,26,8,3.0
10017,0,92,113,6,3.0
1832,0,62,43,9,4.0
21204,0,38,288,4,5.0
32287,0,79,333,17,2.0
11220,0,82,16,12,4.0
27670,0,1,8,6,3.0
23392,0,61,182,39,5.0
22893,12,94,194,9,4.0
26140,0,69,347,12,4.0
8826,0,46,143,36,6.0
15997,0,37,147,10,4.0
15974,0,9,159,29,6.0
6328,0,62,344,22,3.0
34027,0,73,166,32,5.0
23211,0,72,299,11,3.0
39467,0,71,3,11,3.0
40653,0,62,152,37,6.0
25241,0,39,141,34,6.0
7966,0,37,277,82,8.0
1002,0,70,209,12,5.0
719,0,1,358,7,4.0
34689,0,61,32,18,5.0
20308,0,58,15,13,4.0
5928,0,64,22,16,3.0
25501,0,39,339,50,6.0
24303,0,78,180,27,5.0
36446,0,60,352,24,3.0
22507,0,39,117,56,7.0
5856,0,42,22,9,4.0
19091,0,75,32,16,4.0
30043,0,42,163,19,5.0
27185,0,69,155,24,5.0
39020,0,35,142,49,6.0
34663,0,81,305,8,4.0
39057,0,36,37,14,3.0
7433,1,50,90,69,5.0
33832,0,81,177,8,4.0
37243,0,40,138,26,5.0
20152,0,45,115,75,5.0
31030,0,47,18,9,3.0
22691,0,49,329,17,4.0
23034,0,29,121,66,6.0
6074,0,66,132,7,3.0
40663,0,34,53,18,5.0
29345,0,31,145,41,6.0
11740,0,1,142,9,3.0
13610,0,87,309,7,2.0
34408,0,71,228,9,5.0
18836,0,1,167,7,3.0
8440,0,62,152,13,4.0
16673,0,32,271,8,8.0
28029,0,68,21,23,4.0
12682,0,76,174,27,5.0
12610,0,51,175,14,6.0
36475,0,72,163,33,5.0
40917,0,76,187,36,5.0
37312,0,32,146,49,6.0
34131,14,91,36,11,4.0
30914,0,46,347,31,4.0
31984,0,56,182,23,5.0
4002,0,45,218,4,4.0
8012,0,55,138,37,6.0
23110,0,36,173,42,5.0
35927,0,90,109,38,4.0
9111,0,61,185,12,5.0
18391,0,95,201,10,3.0
37814,0,69,293,12,2.0
40256,0,42,338,29,4.0
27793,0,81,4,11,3.0
10159,0,89,344,9,3.0
20967,0,67,171,13,4.0
11404,0,1,59,9,4.0
4691,0,83,139,6,4.0
22596,0,81,90,6,4.0
39419,0,45,8,29,3.0
20488,0,46,172,37,6.0
7168,0,83,22,7,4.0
4553,0,64,16,31,4.0
17886,0,77,14,9,4.0
39871,0,61,356,9,4.0
19225,0,84,180,8,4.0
26822,0,73,176,40,6.0
21289,0,48,359,13,3.0
7269,1,1,155,26,4.0
820,0,87,41,11,4.0
14143,0,49,340,40,4.0
4083,0,51,338,24,3.0
3562,0,50,38,23,4.0
12934,0,81,17,13,4.0
19678,0,1,237,7,4.0
28361,0,67,127,36,5.0
24368,0,82,342,11,4.0
3739,0,25,19,8,6.0
35625,0,71,21,12,3.0
31762,0,34,257,23,4.0
24828,0,71,47,9,4.0
1701,0,66,34,7,5.0
33922,0,1,130,12,4.0
35551,0,1,10,10,2.0
38541,0,36,171,36,6.0
17313,0,92,262,3,3.0
3778,0,43,305,38,5.0
37900,0,66,25,6,3.0
3867,0,62,155,27,5.0
25578,0,1,122,35,3.0
30240,0,3,304,24,4.0
11776,0,83,133,37,6.0
16544,0,73,29,32,4.0
16619,0,70,27,9,4.0
19215,0,77,226,25,6.0
10030,0,1,93,33,3.0
16933,0,78,201,8,4.0
3119,0,27,218,12,6.0
11543,0,1,144,12,3.0
9819,0,71,52,6,3.0
5079,0,64,63,7,4.0
31147,0,60,226,8,4.0
32507,0,38,167,11,7.0
33697,8,1,109,45,2.0
19950,0,44,10,14,4.0
27687,0,67,161,27,5.0
23710,0,71,228,8,4.0
15414,0,42,40,11,3.0
16581,0,1,156,7,4.0
32509,0,30,184,31,7.0
1716,0,37,101,44,6.0
33629,0,78,116,5,3.0
7824,0,93,118,6,3.0
35902,0,93,181,17,4.0
16946,0,81,332,15,3.0
5536,0,58,139,11,4.0
13213,0,50,139,33,5.0
21797,0,36,4,23,3.0
16379,0,69,158,12,4.0
8864,0,95,68,10,3.0
28883,0,27,79,38,6.0
28691,0,34,140,4,5.0
34023,0,76,119,4,3.0
27665,0,71,119,52,4.0
19921,0,87,357,6,3.0
40386,0,61,130,50,6.0
17404,0,80,22,3,4.0
29,0,91,287,7,5.0
25504,0,62,176,37,7.0
2394,0,54,37,13,4.0
7989,0,54,139,41,6.0
23588,8,86,183,25,4.0
17335,13,1,35,6,3.0
11599,0,95,342,8,3.0
35497,0,1,180,16,3.0
34830,0,1,131,16,3.0
2658,0,30,359,12,3.0
10968,7,1,126,33,3.0
17317,0,1,151,9,3.0
24854,0,77,183,15,5.0
25848,14,94,303,19,3.0
38366,0,42,359,10,2.0
19096,0,76,138,43,5.0
4130,0,43,29,16,4.0
11429,0,78,99,10,5.0
25855,2,86,42,9,3.0
12121,0,1,24,9,3.0
8705,0,75,160,18,4.0
31287,0,42,117,77,5.0
36217,18,1,147,6,3.0
10940,0,88,125,35,4.0
8357,0,57,18,14,4.0
17449,12,1,26,15,4.0
12857,0,90,177,24,4.0
32557,0,25,35,66,7.0
30713,0,35,176,35,5.0
15526,0,84,153,4,4.0
28738,0,57,4,6,3.0
14980,0,30,161,16,7.0
19896,0,94,135,8,4.0
40309,0,59,336,8,3.0
17999,10,1,116,30,3.0
29041,0,50,360,9,3.0
35829,0,82,167,22,5.0
22187,0,57,342,12,3.0
32396,0,20,171,11,4.0
1125,7,90,319,15,4.0
14156,0,47,8,13,4.0
32617,0,54,37,14,3.0
15569,0,54,126,53,6.0
39132,0,16,344,36,3.0
12507,0,69,340,10,4.0
30881,0,55,184,26,4.0
25518,0,60,23,24,5.0
2891,0,57,129,7,3.0
15905,0,24,140,48,6.0
2557,0,42,343,14,4.0
36208,0,68,227,7,5.0
31016,0,43,358,26,4.0
30319,0,11,26,17,3.0
11801,0,92,123,34,4.0
19023,0,77,161,36,6.0
40172,0,56,180,33,5.0
12213,0,57,346,26,4.0
30077,0,44,344,9,3.0
37855,0,64,29,13,3.0
23266,0,81,23,6,3.0
22458,0,34,175,43,7.0
21666,0,27,132,37,5.0
9861,0,80,169,29,4.0
14350,0,60,341,7,3.0
30313,0,18,352,53,4.0
13566,0,83,335,12,2.0
27288,0,50,357,30,5.0
24712,0,73,136,45,5.0
16064,0,57,41,7,2.0
1111,0,82,18,16,4.0
35926,6,90,128,23,4.0
38963,0,48,12,23,3.0
36994,0,64,298,9,4.0
8014,0,59,132,52,6.0
25762,0,86,235,16,3.0
9589,0,53,34,7,3.0
18319,0,87,41,9,4.0
40346,2,86,303,16,3.0
14017,0,47,356,16,3.0
11981,2,94,235,6,3.0
18971,0,82,329,8,4.0
29570,0,30,37,14,3.0
5781,0,37,348,12,3.0
1337,0,93,96,32,4.0
17529,0,79,336,28,4.0
2869,0,53,329,13,3.0
37370,0,69,33,18,3.0
14079,0,34,129,43,5.0
36107,0,75,16,10,4.0
18670,0,84,151,7,4.0
25333,0,37,57,35,7.0
3532,0,47,340,9,4.0
21476,0,36,279,8,5.0
26691,0,1,302,14,4.0
24570,10,62,84,15,4.0
36844,2,95,11,12,3.0
18018,0,1,107,23,4.0
37039,0,58,30,14,4.0
1909,0,62,164,15,6.0
553,0,1,352,16,5.0
30575,0,42,349,28,2.0
31706,0,45,90,48,5.0
22542,0,44,40,15,4.0
7925,0,58,130,4,5.0
8988,0,93,337,12,3.0
38624,0,45,337,9,4.0
5749,0,15,117,44,6.0
37294,0,78,193,39,5.0
12916,0,73,9,14,3.0
4536,0,56,325,40,4.0
8064,1,78,147,40,5.0
23301,0,80,147,36,4.0
27540,0,66,182,9,5.0
25092,0,67,215,7,3.0
6001,0,46,338,30,4.0
38325,0,20,125,57,6.0
38867,0,28,44,10,3.0
16685,0,61,55,8,5.0
32040,0,56,43,25,4.0
30764,0,35,102,18,5.0
7449,0,55,299,30,4.0
11933,0,71,39,13,3.0
23341,0,80,162,9,4.0
11575,14,1,345,7,2.0
30739,0,42,185,26,4.0
40037,0,53,157,3,4.0
2919,0,60,41,6,3.0
4879,0,75,116,57,5.0
13300,0,23,353,12,3.0
3641,0,44,326,25,4.0
8714,0,92,292,7,3.0
39836,0,67,118,57,5.0
6828,0,1,292,12,3.0
5598,0,69,17,13,4.0
16907,0,68,18,16,3.0
34841,0,1,182,19,3.0
29663,0,28,6,19,3.0
9019,0,92,286,17,3.0
31000,0,26,184,40,6.0
10726,0,92,240,15,4.0
6795,33,90,70,14,4.0
28253,0,39,33,27,3.0
15508,0,27,179,51,5.0
3705,0,54,3,10,4.0
33760,0,72,275,7,2.0
27797,0,76,353,15,3.0
11681,11,94,110,31,4.0
40775,8,95,63,7,3.0
6977,0,71,129,7,4.0
17655,0,83,163,26,5.0
17846,0,78,174,9,5.0
15001,0,36,1,47,5.0
10837,0,1,176,6,3.0
2855,0,38,45,12,4.0
20423,0,67,68,10,3.0
28617,0,35,26,9,3.0
30119,0,29,343,16,4.0
13409,0,84,141,27,4.0
38864,0,18,353,19,4.0
19415,0,1,124,7,4.0
9615,0,40,169,28,4.0
9350,0,83,306,6,4.0
17328,5,1,96,33,3.0
25513,0,94,318,13,4.0
23795,0,65,1,96,4.0
25669,0,83,221,9,4.0
15011,0,47,309,23,5.0
4187,0,44,32,13,4.0
10319,1,1,89,30,3.0
13985,0,64,75,6,3.0
29722,0,49,292,47,4.0
26905,0,70,39,8,3.0
32353,0,17,8,8,3.0
38684,0,19,168,45,8.0
23086,0,40,170,35,5.0
25442,2,79,28,5,4.0
1818,0,56,152,39,6.0
30956,0,44,327,6,4.0
18044,2,1,54,15,4.0
34672,0,75,169,13,5.0
20745,0,9,101,80,7.0
4906,0,82,104,6,4.0
34478,0,91,57,9,3.0
32198,0,64,150,43,6.0
17992,0,1,126,40,4.0
3379,0,43,227,11,5.0
1241,0,64,126,51,6.0
6003,0,46,322,24,4.0
33169,0,69,84,9,4.0
5489,0,29,173,17,7.0
20451,0,49,168,15,4.0
33608,0,1,146,5,3.0
13135,0,33,319,28,4.0
9061,0,79,9,14,3.0
33238,6,88,118,37,4.0
7130,12,1,89,25,2.0
39820,0,67,340,11,4.0
38741,0,49,32,11,3.0
24134,0,70,166,13,5.0
32811,0,64,44,10,2.0
17539,0,1,126,19,4.0
8883,0,95,101,17,3.0
39639,0,42,306,39,5.0
25011,0,93,342,4,3.0
5981,0,45,6,12,4.0
21079,0,50,318,30,3.0
33593,0,75,213,6,5.0
36569,0,45,199,14,6.0
18512,0,1,2,8,3.0
39389,0,43,293,39,5.0
7615,0,88,180,16,5.0
13479,0,53,138,32,5.0
38844,0,54,4,12,3.0
22191,0,36,121,70,6.0
23572,0,68,3,22,4.0
27482,0,78,351,13,4.0
34698,0,67,172,33,6.0
40483,10,93,226,7,4.0
34703,2,1,233,9,4.0
24654,0,94,189,3,3.0
2006,0,26,120,48,6.0
33635,0,78,54,6,3.0
4782,0,78,178,24,5.0
13127,0,45,8,16,4.0
22736,0,46,26,17,4.0
35720,0,77,65,8,2.0
12485,0,75,23,19,3.0
23421,0,78,316,11,4.0
15230,0,79,341,7,3.0
31410,0,51,153,41,6.0
15417,0,55,60,10,4.0
29359,0,29,19,10,3.0
2424,0,34,180,11,5.0
39088,0,20,163,11,5.0
15334,0,38,119,54,5.0
34795,0,94,133,28,4.0
21239,0,71,331,23,3.0
22418,0,62,14,9,3.0
32972,0,69,47,9,4.0
21503,0,35,360,14,4.0
12955,1,83,348,24,4.0
12187,0,84,110,17,4.0
13638,0,62,27,18,3.0
27959,0,72,328,10,4.0
27460,0,64,47,13,5.0
30836,0,56,302,6,4.0
27210,0,86,137,15,4.0
33636,0,78,125,6,3.0
37575,0,46,360,11,3.0
15019,0,48,315,44,3.0
1931,0,57,140,7,5.0
32450,0,55,343,9,3.0
789,0,1,38,14,4.0
39848,0,78,96,12,3.0
6849,0,75,28,23,5.0
34371,0,94,297,17,3.0
12492,5,95,227,9,4.0
20546,0,62,48,8,3.0
26118,6,78,257,10,4.0
32184,0,61,44,13,4.0
34835,0,1,185,4,3.0
26836,0,65,48,13,4.0
2982,0,46,138,45,6.0
29693,0,32,27,15,3.0
12144,0,87,294,15,3.0
10984,0,68,161,26,4.0
3958,0,19,130,50,6.0
29069,0,48,327,27,4.0
19882,0,77,14,9,3.0
32318,0,67,138,46,5.0
29517,0,46,353,5,3.0
9500,0,93,84,26,4.0
19406,0,70,271,13,6.0
20747,0,9,2,73,8.0
21617,0,27,111,57,6.0
15731,0,86,335,23,3.0
36142,0,91,188,18,5.0
5218,0,39,139,38,5.0
10407,0,22,172,10,7.0
6410,0,73,186,24,5.0
38233,0,19,83,8,4.0
33444,0,95,355,8,3.0
36826,0,75,28,11,3.0
35597,0,45,62,10,3.0
32364,0,14,150,35,5.0
25879,0,77,329,8,4.0
19964,0,73,189,10,5.0
2369,0,56,17,8,4.0
23078,0,17,310,37,7.0
26631,0,87,198,11,5.0
35646,0,76,329,8,3.0
23918,0,83,155,13,4.0
1234,0,46,15,14,4.0
8745,0,72,349,12,3.0
25834,0,82,358,6,4.0
7487,0,1,105,30,4.0
26944,0,40,109,28,5.0
13130,0,59,356,28,4.0
25787,0,70,25,8,4.0
29319,0,24,149,41,6.0
318,0,68,182,18,6.0
3214,0,21,168,41,4.0
12163,0,1,334,22,2.0
11949,0,1,136,8,3.0
17463,0,87,167,5,5.0
684,0,83,123,37,5.0
40758,0,86,298,9,3.0
24900,0,65,82,12,5.0
27954,23,87,73,5,5.0
28171,0,92,65,11,5.0
38094,0,46,353,8,3.0
7857,0,1,90,8,2.0
2587,0,22,311,27,4.0
12995,0,68,183,16,5.0
33971,0,1,77,8,1.0
12780,0,84,171,32,5.0
10460,0,72,166,34,5.0
21864,0,47,47,16,3.0
945,0,73,43,11,3.0
3616,0,45,12,19,4.0
32398,0,27,357,16,3.0
10897,39,1,254,9,4.0
13344,0,69,15,11,3.0
17602,0,82,347,19,4.0
9509,0,1,149,9,3.0
40927,0,92,47,5,3.0
22136,0,46,28,36,4.0
20954,0,86,30,9,3.0
3137,0,67,307,12,3.0
8986,0,91,308,9,3.0
29832,0,46,17,10,4.0
9339,0,1,33,13,3.0
4517,0,76,170,31,5.0
15794,0,83,123,8,3.0
26526,0,78,320,9,4.0
37865,0,36,1,44,6.0
20777,0,44,130,5,3.0
12632,0,70,30,14,4.0
35725,0,77,355,11,2.0
7044,0,1,297,9,2.0
23609,0,68,162,30,5.0
8949,4,72,333,41,5.0
32049,0,73,9,6,3.0
22448,0,53,293,60,5.0
33211,0,80,189,11,5.0
5001,0,51,126,45,5.0
30534,0,43,78,10,2.0
18922,0,81,340,22,3.0
3924,0,48,54,19,3.0
28054,0,77,322,11,4.0
4715,1,79,332,36,4.0
8558,0,50,1,96,4.0
31792,0,54,150,39,6.0
23631,0,79,175,22,4.0
5143,0,39,115,75,5.0
11083,3,1,175,19,2.0
38102,0,37,26,15,3.0
10567,0,42,5,10,4.0
5138,0,27,130,50,6.0
32909,0,29,2,53,6.0
7954,0,58,349,24,4.0
29301,0,45,296,6,3.0
33273,0,75,56,9,3.0
33247,0,1,75,7,3.0
4668,0,83,46,16,4.0
39798,0,76,29,11,3.0
14774,0,76,122,40,4.0
27925,0,71,162,18,5.0
20433,0,33,19,26,4.0
29277,0,46,17,14,3.0
19617,0,60,323,32,5.0
29510,0,22,169,32,5.0
39604,4,78,51,12,3.0
22840,0,58,122,51,5.0
17592,16,1,313,12,3.0
20040,0,83,344,6,4.0
17828,0,1,102,32,3.0
33904,0,89,172,12,3.0
20894,0,36,119,46,5.0
4718,4,77,303,36,3.0
4308,0,44,61,7,3.0
37589,0,46,37,8,3.0
30943,0,46,296,27,3.0
26509,0,67,277,23,6.0
39828,0,58,30,7,3.0
5362,0,38,50,13,3.0
29038,0,49,8,14,4.0
8354,0,59,22,15,4.0
14729,0,48,201,10,4.0
2021,0,51,15,18,3.0
31476,0,36,24,81,5.0
26559,0,71,203,22,6.0
33082,0,95,116,45,4.0
17847,0,76,176,29,6.0
14506,0,54,177,35,5.0
5702,0,34,132,50,5.0
18188,8,1,150,10,3.0
20482,0,60,21,14,4.0
4860,0,90,349,12,3.0
28976,0,69,26,9,2.0
25896,0,89,268,15,4.0
24133,0,67,99,4,4.0
13800,0,46,336,30,3.0
29549,0,29,330,8,4.0
36951,0,47,6,36,4.0
35793,2,83,349,7,3.0
20574,0,54,21,14,3.0
21614,0,25,136,53,6.0
23495,12,77,275,10,4.0
16599,0,62,153,33,5.0
8662,0,47,158,40,5.0
21694,0,42,347,15,3.0
7100,9,1,225,5,4.0
10200,16,1,265,7,3.0
29354,0,27,25,11,4.0
12066,0,1,176,27,4.0
37624,0,32,213,8,4.0
34950,0,86,335,4,2.0
23292,0,77,351,13,4.0
368,0,57,207,23,7.0
13183,0,66,19,24,3.0
30786,0,39,138,43,5.0
28845,0,90,356,9,2.0
40339,0,68,125,47,4.0
7887,0,83,336,18,3.0
1331,0,64,229,10,5.0
2852,0,38,39,13,4.0
2361,1,35,166,37,6.0
26599,0,72,293,13,4.0
19017,0,86,53,11,3.0
24884,0,94,156,7,4.0
32889,0,54,209,16,5.0
4955,0,87,276,4,4.0
8011,0,51,191,18,6.0
20352,0,65,332,43,4.0
378,0,80,345,42,5.0
30,0,84,133,8,5.0
27387,0,48,279,35,6.0
9452,0,69,105,38,6.0
28947,0,58,348,24,3.0
20168,0,64,136,6,4.0
36418,0,1,353,18,2.0
39733,0,46,33,16,4.0
2078,0,75,342,14,4.0
28840,0,48,172,28,5.0
10999,0,80,32,8,3.0
35588,0,70,180,32,5.0
7570,0,95,141,35,5.0
7849,0,1,89,8,3.0
26502,0,79,33,7,4.0
12172,0,82,201,24,3.0
2264,0,21,128,49,6.0
14794,0,38,125,55,5.0
16313,0,82,161,37,5.0
38409,0,44,48,8,4.0
10504,0,62,149,13,6.0
15781,0,77,171,7,4.0
11789,0,89,17,11,4.0
28608,0,39,22,10,3.0
22427,0,54,333,14,4.0
2181,0,38,22,12,3.0
5903,0,47,358,6,3.0
30740,0,47,113,5,3.0
24979,0,77,99,45,6.0
31864,0,55,167,44,6.0
18504,0,1,339,9,3.0
31181,0,57,26,14,3.0
13795,0,44,18,15,3.0
28163,0,56,209,8,6.0
28526,0,39,154,34,7.0
30338,0,27,293,48,4.0
31040,0,30,335,14,4.0
28417,0,53,4,8,3.0
37108,0,60,4,18,3.0
28568,0,11,11,44,5.0
5643,0,88,338,8,3.0
26450,0,91,140,8,3.0
12176,0,72,238,10,5.0
36231,0,71,349,8,4.0
23346,0,62,132,49,6.0
2825,0,59,340,10,3.0
14392,0,44,154,32,5.0
16918,17,95,24,15,2.0
11129,0,1,182,25,3.0
30995,0,32,339,45,6.0
3499,0,40,1,22,5.0
21169,0,49,44,13,4.0
34941,0,77,102,31,3.0
5725,0,12,133,36,6.0
32955,0,32,8,14,5.0
17061,26,1,143,5,3.0
15406,0,33,163,41,6.0
19231,0,83,321,11,4.0
26799,0,91,189,18,5.0
17380,0,1,254,5,3.0
39526,0,50,118,44,5.0
3812,0,33,274,59,7.0
36072,10,95,238,7,4.0
1350,0,90,29,14,2.0
7734,0,1,141,23,4.0
6662,0,1,341,7,3.0
25606,0,1,219,10,3.0
19955,0,45,31,17,3.0
15408,0,36,171,27,5.0
37056,0,71,104,8,5.0
18185,0,76,155,33,5.0
14139,0,56,73,24,4.0
22368,0,50,343,9,3.0
17562,1,92,121,28,5.0
4534,0,59,40,16,4.0
9561,0,66,18,16,3.0
23787,0,69,29,7,4.0
38746,0,45,15,12,3.0
2188,0,34,180,24,5.0
39573,0,34,115,57,5.0
36051,0,1,135,6,3.0
34129,2,1,243,12,3.0
2676,0,34,36,14,4.0
32774,0,67,171,8,4.0
26704,0,78,182,40,6.0
39470,0,67,8,11,3.0
37639,0,44,246,9,2.0
32627,0,40,188,22,5.0
36399,0,62,332,8,4.0
29704,0,25,148,42,6.0
32063,0,86,20,12,3.0
4238,0,39,4,9,5.0
39403,0,42,160,38,6.0
15429,0,33,126,61,6.0
2030,0,35,138,38,6.0
29568,0,31,31,17,3.0
14679,0,54,144,38,5.0
35119,0,57,113,43,5.0
4222,0,31,148,34,5.0
7443,0,1,144,10,4.0
32179,14,91,279,10,3.0
31039,0,34,40,14,4.0
26917,0,82,195,24,5.0
22746,0,54,167,35,7.0
39977,0,56,134,30,5.0
10760,0,39,31,14,5.0
36846,0,83,93,6,3.0
31453,0,56,226,23,5.0
19664,0,65,337,55,3.0
40839,0,91,187,30,4.0
37998,0,46,195,4,3.0
20628,0,29,256,18,7.0
32542,0,28,294,11,3.0
1796,0,61,161,8,6.0
38679,0,34,349,22,4.0
28969,0,81,346,19,2.0
12487,0,64,349,5,4.0
40995,0,83,337,15,3.0
22581,0,83,216,11,4.0
13664,0,75,320,10,3.0
16069,0,54,350,36,5.0
34404,0,87,216,6,3.0
25127,0,89,357,11,4.0
6745,0,81,145,32,5.0
39646,0,60,188,41,5.0
36183,0,61,28,15,5.0
34761,0,69,80,11,4.0
38703,0,22,315,32,4.0
34193,0,61,176,27,4.0
7215,0,1,326,3,2.0
800,0,66,309,36,5.0
40685,0,64,315,7,4.0
4416,0,50,32,6,4.0
5316,0,40,353,9,3.0
33555,23,1,301,12,3.0
2051,0,64,186,9,5.0
30945,0,49,212,26,3.0
26497,0,90,298,12,3.0
23242,0,70,65,6,3.0
20126,0,43,131,42,6.0
20906,0,64,347,26,2.0
40329,0,75,315,8,3.0
23344,0,64,141,32,6.0
1970,0,57,11,23,4.0
16366,0,1,73,5,4.0
24072,0,46,271,6,3.0
5450,0,39,304,18,4.0
37950,0,55,9,15,3.0
12983,0,86,37,14,3.0
31037,0,43,8,15,4.0
29823,0,37,171,43,6.0
32180,41,83,329,24,3.0
7821,5,91,336,15,3.0
1678,0,81,329,7,4.0
33307,0,83,197,8,4.0
29761,0,51,41,13,3.0
31597,0,51,137,40,5.0
29531,0,20,192,9,5.0
5962,0,38,164,31,6.0
25237,0,21,112,15,5.0
34158,0,72,45,11,4.0
36047,2,1,105,38,4.0
34547,0,65,29,13,4.0
11020,0,1,166,9,2.0
12879,0,87,173,25,4.0
30728,0,51,11,5,3.0
24838,14,92,190,62,4.0
2409,0,33,340,8,4.0
14795,0,40,120,56,5.0
2903,0,54,342,18,3.0
28564,0,45,31,13,5.0
18709,0,95,180,11,4.0
27020,48,1,268,6,2.0
7582,0,79,187,3,4.0
36767,0,92,182,11,3.0
7548,0,92,175,23,4.0
36597,0,60,141,43,5.0
33833,0,83,193,10,4.0
28467,0,44,347,28,3.0
1514,0,53,334,8,5.0
677,0,65,340,23,4.0
11607,1,93,182,15,4.0
23518,0,69,193,14,5.0
607,0,1,110,19,4.0
38071,0,44,327,17,2.0
13635,0,81,359,13,2.0
20842,0,24,176,11,6.0
24267,0,91,18,10,3.0
37313,0,33,290,49,6.0
16905,0,73,7,11,2.0
30601,0,49,33,8,3.0
7580,0,88,201,12,3.0
35632,0,58,199,7,5.0
34090,0,84,353,9,4.0
8186,0,1,165,14,3.0
10782,0,87,332,7,4.0
16426,0,1,280,7,3.0
4890,0,78,340,13,2.0
12798,0,76,359,23,4.0
16491,0,71,31,14,4.0
23030,0,27,173,28,6.0
8800,0,37,171,29,7.0
34047,0,66,126,9,4.0
22820,0,76,117,47,4.0
22771,0,68,107,22,5.0
9065,0,68,131,50,5.0
22885,0,66,111,6,3.0
17724,0,94,196,5,4.0
6776,0,82,14,13,4.0
23662,0,81,181,6,3.0
21358,0,58,358,15,4.0
26242,0,50,355,31,5.0
10013,0,1,80,11,3.0
32145,0,44,201,37,5.0
35567,23,90,97,32,3.0
26050,0,80,53,12,4.0
17759,0,1,139,17,4.0
19942,0,75,336,13,4.0
21822,0,6,338,39,3.0
341,0,76,120,8,5.0
29001,0,55,345,27,3.0
23949,0,86,184,19,4.0
31190,0,37,142,46,6.0
34203,4,1,105,27,3.0
7147,0,95,143,30,3.0
7568,0,90,235,9,3.0
39789,0,68,192,27,4.0
7113,0,1,147,6,2.0
35656,0,64,152,15,5.0
2197,0,58,27,9,4.0
34775,0,77,121,31,5.0
34534,4,81,136,23,4.0
7098,0,93,178,17,4.0
38495,0,42,173,36,6.0
38858,0,59,38,7,3.0
26700,0,60,120,13,6.0
12702,0,82,345,35,3.0
18364,0,1,142,6,4.0
28623,0,44,141,40,6.0
12254,0,79,156,16,5.0
40111,0,49,23,18,4.0
3465,0,40,347,10,3.0
13900,0,65,327,6,3.0
36851,0,88,51,6,3.0
34219,0,83,177,25,4.0
7649,4,1,268,16,4.0
22984,0,47,134,53,5.0
1544,0,66,20,14,3.0
12472,1,93,190,14,3.0
32894,0,72,332,14,4.0
28571,0,4,314,29,6.0
18951,0,58,153,9,5.0
5133,0,56,3,18,4.0
18248,0,67,19,13,5.0
27332,0,1,108,24,5.0
25371,0,72,201,8,4.0
21685,0,26,294,31,7.0
40820,0,95,188,14,3.0
22047,0,38,306,89,6.0
28712,0,60,19,16,2.0
24073,0,46,81,9,3.0
30913,0,46,354,12,3.0
34406,0,78,29,9,3.0
5917,0,30,107,81,5.0
17164,0,70,350,34,5.0
34737,0,80,76,13,3.0
36854,0,72,31,8,3.0
34803,0,48,25,22,3.0
18121,3,1,314,7,3.0
21535,0,51,349,15,3.0
33262,2,91,178,30,4.0
14044,0,56,38,18,2.0
28298,0,59,38,18,4.0
5382,0,34,31,15,4.0
4677,0,73,27,23,3.0
26126,0,78,188,16,5.0
23307,0,89,330,10,3.0
28613,0,36,50,11,3.0
28675,0,76,164,5,4.0
23503,0,68,308,7,3.0
40951,0,83,12,6,3.0
19059,0,95,346,14,4.0
5556,0,68,10,11,3.0
20920,0,57,153,29,5.0
11231,1,1,122,14,3.0
7266,0,95,158,13,4.0
37704,0,42,172,28,5.0
33283,0,77,194,18,5.0
25696,0,77,159,39,5.0
35383,0,80,40,9,4.0
9170,8,1,90,8,3.0
16191,0,31,167,19,6.0
28789,0,31,133,40,5.0
37134,0,53,38,10,4.0
27742,0,1,287,5,4.0
7410,0,53,276,24,6.0
23294,0,56,194,12,6.0
