eli,DISTRITO,CULTIVO
5957,ANCASH-CORONGO-LA PAMPA,Zapallo
5958,ANCASH-HUARI-MASIN,Olluco
5959,ANCASH-HUARI-RAPAYAN,Olluco
5960,ANCASH-PALLASCA-CABANA,Olluco
5961,ANCASH-PALLASCA-BOLOGNESI,Olluco
5962,ANCASH-PALLASCA-BOLOGNESI,Papa color
5963,ANCASH-PALLASCA-CONCHUCOS,Olluco
5964,ANCASH-PALLASCA-CONCHUCOS,Papa color
5965,ANCASH-PALLASCA-CONCHUCOS,Papa nativa
5966,ANCASH-PALLASCA-HUACASCHUQUE,Olluco
5967,ANCASH-PALLASCA-HUANDOVAL,Olluco
5968,ANCASH-PALLASCA-LACABAMBA,Papa color
5969,ANCASH-PALLASCA-LACABAMBA,Papa nativa
5970,ANCASH-PALLASCA-LLAPO,Papa blanca
5971,ANCASH-PALLASCA-LLAPO,Papa color
5972,ANCASH-PALLASCA-LLAPO,Papa nativa
5973,ANCASH-PALLASCA-PALLASCA,Olluco
5974,ANCASH-PALLASCA-PALLASCA,Papa color
5975,ANCASH-PALLASCA-PAMPAS,Olluco
5976,ANCASH-PALLASCA-PAMPAS,Papa color
5977,ANCASH-PALLASCA-PAMPAS,Papa nativa
5978,ANCASH-PALLASCA-TAUCA,Olluco
5979,ANCASH-RECUAY-TAPACOCHA,Papa color
5980,ANCASH-RECUAY-TAPACOCHA,Papa nativa
5981,ANCASH-SANTA-MACATE,Ajo
5982,APURIMAC-CHINCHEROS-CHINCHEROS,Arveja grano verde
5983,AREQUIPA-CARAVELI-ATICO,Papa color
5984,AREQUIPA-CARAVELI-CAHUACHO,Haba grano seco
5985,AREQUIPA-CARAVELI-CAHUACHO,Quinua
5986,AREQUIPA-CARAVELI-CHAPARRA,Yuca
5987,AREQUIPA-CARAVELI-QUICACHA,Zapallo
5988,AREQUIPA-CASTILLA-APLAO,Trigo
5989,AREQUIPA-CASTILLA-HUANCARQUI,Frijol grano seco
5990,AREQUIPA-CASTILLA-HUANCARQUI,Maiz amilaceo
5991,AREQUIPA-CASTILLA-HUANCARQUI,Trigo
5992,AREQUIPA-CONDESUYOS-RIO GRANDE,Maiz choclo
5993,AREQUIPA-CONDESUYOS-RIO GRANDE,Papa color
5994,AREQUIPA-CONDESUYOS-RIO GRANDE,Zapallo
5995,AREQUIPA-ISLAY-MOLLENDO,Camote
5996,AREQUIPA-ISLAY-DEAN VALDIVIA,Camote
5997,AREQUIPA-ISLAY-DEAN VALDIVIA,Papa blanca
5998,AREQUIPA-ISLAY-DEAN VALDIVIA,Trigo
5999,CAJAMARCA-CAJAMARCA-CHETILLA,Papa nativa
6000,CAJAMARCA-CAJABAMBA-SITACOCHA,Papa nativa
6001,CAJAMARCA-CUTERVO-SAN ANDRES DE CUTERVO,Frijol grano seco
6002,CAJAMARCA-CUTERVO-SAN ANDRES DE CUTERVO,Maiz amarillo duro
6003,CAJAMARCA-CUTERVO-SAN ANDRES DE CUTERVO,Maiz amilaceo
6004,CAJAMARCA-CUTERVO-SAN ANDRES DE CUTERVO,Maiz choclo
6005,CAJAMARCA-CUTERVO-SANTO TOMAS,Maiz amilaceo
6006,CAJAMARCA-CUTERVO-SANTO TOMAS,Maiz choclo
6007,CAJAMARCA-SAN MARCOS-GREGORIO PITA,Papa blanca
6008,CAJAMARCA-SAN MARCOS-JOSE MANUEL QUIROZ,Olluco
6009,CAJAMARCA-SAN MARCOS-JOSE MANUEL QUIROZ,Papa nativa
6010,CAJAMARCA-SAN MIGUEL-BOLIVAR,Yuca
6011,CUSCO-ANTA-CACHIMAYO,Arveja grano verde
6012,HUANCAVELICA-CASTROVIRREYNA-SAN JUAN,Zapallo
6013,HUANCAVELICA-CASTROVIRREYNA-TANTARA,Papa color
6014,HUANUCO-HUANUCO-CHINCHAO,Tomate
6015,HUANUCO-AMBO-CAYNA,Olluco
6016,HUANUCO-HUACAYBAMBA-CANCHABAMBA,Papa nativa
6017,HUANUCO-HUACAYBAMBA-PINRA,Olluco
6018,HUANUCO-HUACAYBAMBA-PINRA,Papa nativa
6019,HUANUCO-LEONCIO PRADO-RUPA-RUPA,Aji
6020,HUANUCO-LEONCIO PRADO-DANIEL ALOMIA  ROBLES,Aji
6021,HUANUCO-LEONCIO PRADO-CASTILLO GRANDE,Aji
6022,HUANUCO-MARANON-HUACRACHUCO,Olluco
6023,HUANUCO-YAROWILCA-CHAVINILLO,Olluco
6024,HUANUCO-YAROWILCA-CAHUAC,Papa blanca
6025,HUANUCO-YAROWILCA-CHACABAMBA,Papa color
6026,HUANUCO-YAROWILCA-OBAS,Papa blanca
6027,HUANUCO-YAROWILCA-OBAS,Papa color
6028,HUANUCO-YAROWILCA-PAMPAMARCA,Papa blanca
6029,HUANUCO-YAROWILCA-PAMPAMARCA,Papa color
6030,ICA-ICA-PUEBLO NUEVO,Tomate
6031,ICA-ICA-SANTIAGO,Cebolla cabeza blanca o amarilla
6032,ICA-ICA-SANTIAGO,Tomate
6033,JUNIN-CONCEPCION-CONCEPCION,Arveja grano verde
6034,LA LIBERTAD-ASCOPE-ASCOPE,Frijol grano seco
6035,LA LIBERTAD-ASCOPE-CASA GRANDE,Aji
6036,LA LIBERTAD-ASCOPE-CASA GRANDE,Frijol grano seco
6037,LA LIBERTAD-PACASMAYO-SAN JOSE,Quinua
6038,LA LIBERTAD-VIRU-CHAO,Papa blanca
6039,LAMBAYEQUE-CHICLAYO-CHICLAYO,Arveja grano verde
6040,LAMBAYEQUE-CHICLAYO-CHICLAYO,Camote
6041,LAMBAYEQUE-CHICLAYO-JOSE LEONARDO ORTIZ,Arveja grano verde
6042,LAMBAYEQUE-CHICLAYO-JOSE LEONARDO ORTIZ,Camote
6043,LAMBAYEQUE-CHICLAYO-LA VICTORIA,Arveja grano verde
6044,LAMBAYEQUE-CHICLAYO-LA VICTORIA,Camote
6045,LAMBAYEQUE-CHICLAYO-PICSI,Maiz amarillo duro
6046,LAMBAYEQUE-CHICLAYO-PIMENTEL,Arveja grano verde
6047,LAMBAYEQUE-CHICLAYO-PIMENTEL,Camote
6048,LAMBAYEQUE-CHICLAYO-POMALCA,Camote
6049,LAMBAYEQUE-FERRENAFE-FERRENAFE,Frijol grano seco
6050,LAMBAYEQUE-FERRENAFE-PITIPO,Arveja grano verde
6051,LAMBAYEQUE-FERRENAFE-PUEBLO NUEVO,Frijol grano seco
6052,LAMBAYEQUE-LAMBAYEQUE-LAMBAYEQUE,Arveja grano verde
6053,LAMBAYEQUE-LAMBAYEQUE-LAMBAYEQUE,Camote
6054,LAMBAYEQUE-LAMBAYEQUE-OLMOS,Quinua
6055,LAMBAYEQUE-LAMBAYEQUE-SAN JOSE,Camote
6056,LAMBAYEQUE-LAMBAYEQUE-SAN JOSE,Tomate
6057,LAMBAYEQUE-LAMBAYEQUE-SAN JOSE,Zanahoria
6058,LIMA-LIMA-COMAS,Ajo
6059,LIMA-LIMA-COMAS,Maiz choclo
6060,LIMA-LIMA-LA MOLINA,Papa blanca
6061,LIMA-LIMA-LURIN,Ajo
6062,LIMA-LIMA-LURIN,Maiz choclo
6063,LIMA-LIMA-PACHACAMAC,Arveja grano verde
6064,LIMA-LIMA-PACHACAMAC,Maiz choclo
6065,LIMA-LIMA-PACHACAMAC,Papa color
6066,LIMA-BARRANCA-PARAMONGA,Ajo
6067,LIMA-BARRANCA-PATIVILCA,Papa blanca
6068,LIMA-BARRANCA-SUPE,Ajo
6069,LIMA-BARRANCA-SUPE,Cebolla cabeza blanca o amarilla
6070,LIMA-BARRANCA-SUPE,Papa color
6071,LIMA-BARRANCA-SUPE PUERTO,Ajo
6072,LIMA-BARRANCA-SUPE PUERTO,Papa color
6073,LIMA-CAJATAMBO-CAJATAMBO,Papa blanca
6074,LIMA-CAJATAMBO-CAJATAMBO,Papa color
6075,LIMA-CAJATAMBO-COPA,Papa color
6076,LIMA-HUAURA-HUACHO,Paprika
6077,LIMA-HUAURA-CALETA DE CARQUIN,Cebolla cabeza roja
6078,LIMA-HUAURA-HUALMAY,Camote
6079,LIMA-YAUYOS-MADEAN,Ajo
6080,LORETO-ALTO AMAZONAS-YURIMAGUAS,Tomate
6081,LORETO-LORETO-NAUTA,Zapallo
6082,LORETO-LORETO-PARINARI,Zapallo
6083,LORETO-LORETO-TIGRE,Aji
6084,LORETO-LORETO-TROMPETEROS,Aji
6085,LORETO-LORETO-URARINAS,Frijol grano seco
6086,LORETO-REQUENA-REQUENA,Aji
6087,LORETO-REQUENA-REQUENA,Arroz cascara
6088,LORETO-REQUENA-REQUENA,Frijol grano seco
6089,LORETO-REQUENA-REQUENA,Tomate
6090,LORETO-REQUENA-REQUENA,Zapallo
6091,LORETO-REQUENA-ALTO TAPICHE,Frijol grano seco
6092,LORETO-REQUENA-ALTO TAPICHE,Tomate
6093,LORETO-REQUENA-EMILIO SAN MARTIN,Frijol grano seco
6094,LORETO-REQUENA-EMILIO SAN MARTIN,Tomate
6095,LORETO-REQUENA-EMILIO SAN MARTIN,Zapallo
6096,LORETO-REQUENA-SAQUENA,Aji
6097,LORETO-REQUENA-SAQUENA,Tomate
6098,LORETO-REQUENA-SAQUENA,Zapallo
6099,LORETO-REQUENA-TAPICHE,Aji
6100,LORETO-REQUENA-TAPICHE,Tomate
6101,LORETO-REQUENA-TAPICHE,Zapallo
6102,LORETO-REQUENA-JENARO HERRERA,Aji
6103,LORETO-REQUENA-JENARO HERRERA,Arroz cascara
6104,LORETO-REQUENA-JENARO HERRERA,Frijol grano seco
6105,LORETO-REQUENA-JENARO HERRERA,Tomate
6106,LORETO-REQUENA-JENARO HERRERA,Zapallo
6107,MOQUEGUA-GENERAL SANCHEZ CERRO-QUINISTAQUILLAS,Trigo
6108,MOQUEGUA-GENERAL SANCHEZ CERRO-YUNGA,Ajo
6109,PASCO-DANIEL ALCIDES CARRION-YANAHUANCA,Papa color
6110,PASCO-DANIEL ALCIDES CARRION-SAN PEDRO DE PILLAO,Papa color
6111,PIURA-AYABACA-SICCHEZ,Papa blanca
6112,SAN MARTIN-HUALLAGA-SAPOSOA,Frijol grano seco
6113,SAN MARTIN-HUALLAGA-ALTO SAPOSOA,Frijol grano seco
6114,SAN MARTIN-HUALLAGA-EL ESLABON,Frijol grano seco
6115,SAN MARTIN-HUALLAGA-PISCOYACU,Frijol grano seco
6116,SAN MARTIN-HUALLAGA-SACANCHE,Frijol grano seco
6117,SAN MARTIN-HUALLAGA-TINGO DE SAPOSOA,Frijol grano seco
6118,TACNA-TACNA-SAMA,Papa color
6119,TACNA-TACNA-SAMA,Trigo
6120,TACNA-CANDARAVE-QUILAHUANI,Ajo
6121,AMAZONAS-CHACHAPOYAS-CHETO,Frijol grano seco
6122,AMAZONAS-CHACHAPOYAS-CHETO,Maiz amilaceo
6123,AMAZONAS-CHACHAPOYAS-MOLINOPAMPA,Maiz amilaceo
6124,ANCASH-AIJA-AIJA,Papa blanca
6125,ANCASH-CARHUAZ-ACOPAMPA,Maiz amilaceo
6126,ANCASH-CARHUAZ-ACOPAMPA,Papa blanca
6127,ANCASH-CARHUAZ-AMASHCA,Maiz amilaceo
6128,ANCASH-CARHUAZ-AMASHCA,Papa blanca
6129,ANCASH-CARHUAZ-ANTA,Maiz amilaceo
6130,ANCASH-CARHUAZ-ATAQUERO,Papa blanca
6131,ANCASH-CARHUAZ-PARIAHUANCA,Maiz amilaceo
6132,ANCASH-CARHUAZ-PARIAHUANCA,Papa blanca
6133,ANCASH-CARHUAZ-SAN MIGUEL DE ACO,Maiz amilaceo
6134,ANCASH-CARHUAZ-YUNGAR,Maiz amilaceo
6135,ANCASH-CORONGO-YUPAN,Papa blanca
6136,ANCASH-HUAYLAS-CARAZ,Haba grano seco
6137,ANCASH-HUAYLAS-HUALLANCA,Maiz amarillo duro
6138,ANCASH-HUAYLAS-HUALLANCA,Maiz amilaceo
6139,ANCASH-HUAYLAS-SANTA CRUZ,Maiz amilaceo
6140,APURIMAC-ANDAHUAYLAS-HUANCARAMA,Maiz amilaceo
6141,APURIMAC-ANDAHUAYLAS-HUANCARAMA,Papa blanca
6142,APURIMAC-ANDAHUAYLAS-HUANCARAMA,Papa color
6143,APURIMAC-ANDAHUAYLAS-SANTA MARIA DE CHICMO,Papa color
6144,APURIMAC-CHINCHEROS-ONGOY,Camote
6145,APURIMAC-CHINCHEROS-ONGOY,Papa blanca
6146,APURIMAC-CHINCHEROS-ROCCHACC,Camote
6147,CAJAMARCA-CAJAMARCA-LLACANORA,Papa blanca
6148,CAJAMARCA-CONTUMAZA-CONTUMAZA,Papa blanca
6149,CAJAMARCA-CONTUMAZA-TANTARICA,Papa blanca
6150,CAJAMARCA-CUTERVO-CHOROS,Papa blanca
6151,CAJAMARCA-HUALGAYOC-BAMBAMARCA,Papa nativa
6152,CAJAMARCA-JAEN-SAN JOSE DEL ALTO,Arroz cascara
6153,CAJAMARCA-JAEN-SANTA ROSA,Arroz cascara
6154,CAJAMARCA-SAN MIGUEL-SAN MIGUEL,Zapallo
6155,CAJAMARCA-SAN MIGUEL-CALQUIS,Papa color
6156,CAJAMARCA-SAN PABLO-SAN BERNARDINO,Papa blanca
6157,HUANCAVELICA-CASTROVIRREYNA-AURAHUA,Arveja grano verde
6158,HUANCAVELICA-HUAYTARA-HUAYTARA,Quinua
6159,HUANCAVELICA-TAYACAJA-PAMPAS,Papa blanca
6160,ICA-PISCO-INDEPENDENCIA,Zapallo
6161,JUNIN-CHANCHAMAYO-SAN RAMON,Maiz amarillo duro
6162,LA LIBERTAD-TRUJILLO-VICTOR LARCO HERRERA,Aji
6163,LA LIBERTAD-BOLIVAR-BAMBAMARCA,Papa blanca
6164,LA LIBERTAD-JULCAN-JULCAN,Maiz amarillo duro
6165,LA LIBERTAD-JULCAN-JULCAN,Papa color
6166,LA LIBERTAD-JULCAN-CALAMARCA,Papa nativa
6167,LA LIBERTAD-JULCAN-CARABAMBA,Frijol grano seco
6168,LA LIBERTAD-JULCAN-CARABAMBA,Maiz amarillo duro
6169,LA LIBERTAD-JULCAN-HUASO,Frijol grano seco
6170,LA LIBERTAD-OTUZCO-OTUZCO,Papa blanca
6171,LA LIBERTAD-OTUZCO-OTUZCO,Papa color
6172,LA LIBERTAD-OTUZCO-AGALLPAMPA,Papa blanca
6173,LA LIBERTAD-OTUZCO-AGALLPAMPA,Papa color
6174,LA LIBERTAD-OTUZCO-CHARAT,Papa blanca
6175,LA LIBERTAD-OTUZCO-HUARANCHAL,Papa blanca
6176,LA LIBERTAD-OTUZCO-HUARANCHAL,Papa color
6177,LA LIBERTAD-OTUZCO-LA CUESTA,Papa blanca
6178,LA LIBERTAD-OTUZCO-MACHE,Papa blanca
6179,LA LIBERTAD-OTUZCO-MACHE,Papa color
6180,LA LIBERTAD-OTUZCO-PARANDAY,Papa color
6181,LA LIBERTAD-OTUZCO-SALPO,Papa blanca
6182,LA LIBERTAD-OTUZCO-SALPO,Papa color
6183,LA LIBERTAD-OTUZCO-SINSICAP,Papa color
6184,LA LIBERTAD-OTUZCO-SINSICAP,Papa nativa
6185,LA LIBERTAD-OTUZCO-USQUIL,Papa blanca
6186,LA LIBERTAD-OTUZCO-USQUIL,Papa color
6187,LA LIBERTAD-SANTIAGO DE CHUCO-MOLLEPATA,Papa blanca
6188,LA LIBERTAD-GRAN CHIMU-CASCAS,Camote
6189,LA LIBERTAD-GRAN CHIMU-CASCAS,Yuca
6190,LAMBAYEQUE-FERRENAFE-FERRENAFE,Maiz choclo
6191,LIMA-HUARAL-HUARAL,Zapallo
6192,LIMA-HUAURA-SAYAN,Maiz amilaceo
6193,LORETO-LORETO-PARINARI,Yuca
6194,PASCO-PASCO-HUARIACA,Papa blanca
6195,PASCO-PASCO-HUARIACA,Papa color
6196,SAN MARTIN-MOYOBAMBA-MOYOBAMBA,Maiz amarillo duro
6197,SAN MARTIN-MOYOBAMBA-MOYOBAMBA,Yuca
6198,SAN MARTIN-MOYOBAMBA-SORITOR,Yuca
6199,SAN MARTIN-BELLAVISTA-BAJO BIAVO,Frijol grano seco
6200,SAN MARTIN-LAMAS-CAYNARACHI,Frijol grano seco
6201,SAN MARTIN-SAN MARTIN-JUAN GUERRA,Frijol grano seco
6202,AMAZONAS-CHACHAPOYAS-LA JALCA,Olluco
6203,AMAZONAS-CHACHAPOYAS-MOLINOPAMPA,Maiz choclo
6204,AMAZONAS-UTCUBAMBA-BAGUA GRANDE,Haba grano seco
6205,ANCASH-CARHUAZ-ATAQUERO,Maiz amilaceo
6206,ANCASH-HUARI-HUARI,Papa blanca
6207,ANCASH-HUARI-HUARI,Papa nativa
6208,ANCASH-HUARI-ANRA,Papa nativa
6209,ANCASH-HUARI-CAJAY,Papa blanca
6210,ANCASH-HUARI-CAJAY,Papa color
6211,ANCASH-HUARI-CAJAY,Papa nativa
6212,ANCASH-HUARI-CHAVIN DE HUANTAR,Papa color
6213,ANCASH-HUARI-HUACACHI,Papa blanca
6214,ANCASH-HUARI-HUACACHI,Papa color
6215,ANCASH-HUARI-HUACACHI,Papa nativa
6216,ANCASH-HUARI-HUACCHIS,Papa nativa
6217,ANCASH-HUARI-HUACHIS,Papa blanca
6218,ANCASH-HUARI-HUACHIS,Papa nativa
6219,ANCASH-HUARI-HUANTAR,Papa blanca
6220,ANCASH-HUARI-HUANTAR,Papa nativa
6221,ANCASH-HUARI-MASIN,Papa blanca
6222,ANCASH-HUARI-MASIN,Papa nativa
6223,ANCASH-HUARI-PAUCAS,Papa blanca
6224,ANCASH-HUARI-PONTO,Papa blanca
6225,ANCASH-HUARI-RAPAYAN,Papa blanca
6226,ANCASH-HUARI-SAN MARCOS,Papa blanca
6227,ANCASH-HUARI-SAN MARCOS,Papa color
6228,ANCASH-HUARI-SAN MARCOS,Papa nativa
6229,ANCASH-HUARI-SAN PEDRO DE CHANA,Papa blanca
6230,ANCASH-HUARI-UCO,Papa blanca
6231,ANCASH-HUAYLAS-CARAZ,Papa color
6232,ANCASH-HUAYLAS-HUALLANCA,Camote
6233,ANCASH-HUAYLAS-HUATA,Papa color
6234,ANCASH-HUAYLAS-YURACMARCA,Papa blanca
6235,ANCASH-HUAYLAS-YURACMARCA,Papa color
6236,ANCASH-RECUAY-COTAPARACO,Papa blanca
6237,ANCASH-YUNGAY-SHUPLUY,Papa blanca
6238,APURIMAC-ABANCAY-ABANCAY,Papa blanca
6239,APURIMAC-ANDAHUAYLAS-HUANCARAY,Papa blanca
6240,APURIMAC-ANDAHUAYLAS-PACUCHA,Zanahoria
6241,APURIMAC-AYMARAES-CHAPIMARCA,Arveja grano verde
6242,APURIMAC-AYMARAES-COLCABAMBA,Papa blanca
6243,APURIMAC-AYMARAES-JUSTO APU SAHUARAURA,Arveja grano verde
6244,APURIMAC-AYMARAES-TORAYA,Papa blanca
6245,APURIMAC-AYMARAES-TORAYA,Papa color
6246,APURIMAC-CHINCHEROS-ANCO-HUALLO,Papa blanca
6247,APURIMAC-CHINCHEROS-HUACCANA,Papa blanca
6248,APURIMAC-CHINCHEROS-HUACCANA,Papa color
6249,APURIMAC-CHINCHEROS-ONGOY,Papa color
6250,APURIMAC-CHINCHEROS-URANMARCA,Papa blanca
6251,AREQUIPA-CASTILLA-VIRACO,Quinua
6252,CAJAMARCA-CAJAMARCA-NAMORA,Papa blanca
6253,CAJAMARCA-CHOTA-HUAMBOS,Olluco
6254,CAJAMARCA-JAEN-LAS PIRIAS,Arroz cascara
6255,CAJAMARCA-SAN MIGUEL-LLAPA,Papa blanca
6256,CUSCO-PAUCARTAMBO-PAUCARTAMBO,Papa color
6257,HUANCAVELICA-HUAYTARA-QUITO-ARMA,Papa blanca
6258,HUANCAVELICA-TAYACAJA-PAMPAS,Papa color
6259,HUANCAVELICA-TAYACAJA-AHUAYCHA,Papa blanca
6260,HUANCAVELICA-TAYACAJA-AHUAYCHA,Papa color
6261,HUANCAVELICA-TAYACAJA-DANIEL HERNANDEZ,Arveja grano verde
6262,HUANCAVELICA-TAYACAJA-PAZOS,Papa nativa
6263,ICA-ICA-ICA,Tomate
6264,ICA-ICA-SALAS,Tomate
6265,ICA-ICA-SUBTANJALLA,Tomate
6266,ICA-PISCO-SAN ANDRES,Cebolla cabeza blanca o amarilla
6267,ICA-PISCO-TUPAC AMARU INCA,Zapallo
6268,JUNIN-CONCEPCION-SANTA ROSA DE OCOPA,Papa nativa
6269,JUNIN-CHANCHAMAYO-SAN LUIS DE SHUARO,Maiz amarillo duro
6270,JUNIN-CHANCHAMAYO-SAN RAMON,Frijol grano seco
6271,JUNIN-CHANCHAMAYO-SAN RAMON,Yuca
6272,JUNIN-CHANCHAMAYO-VITOC,Maiz amarillo duro
6273,JUNIN-TARMA-HUASAHUASI,Papa nativa
6274,JUNIN-TARMA-PALCA,Papa nativa
6275,LA LIBERTAD-TRUJILLO-TRUJILLO,Camote
6276,LA LIBERTAD-TRUJILLO-VICTOR LARCO HERRERA,Maiz choclo
6277,LA LIBERTAD-BOLIVAR-BAMBAMARCA,Papa color
6278,LA LIBERTAD-BOLIVAR-CONDORMARCA,Papa nativa
6279,LA LIBERTAD-BOLIVAR-LONGOTEA,Papa nativa
6280,LA LIBERTAD-BOLIVAR-UCUNCHA,Papa color
6281,LA LIBERTAD-CHEPEN-PUEBLO NUEVO,Maiz amarillo duro
6282,LA LIBERTAD-SANTIAGO DE CHUCO-SANTIAGO DE CHUCO,Papa color
6283,LA LIBERTAD-SANTIAGO DE CHUCO-MOLLEBAMBA,Papa blanca
6284,LA LIBERTAD-SANTIAGO DE CHUCO-MOLLEBAMBA,Papa color
6285,LAMBAYEQUE-CHICLAYO-PATAPO,Yuca
6286,LAMBAYEQUE-FERRENAFE-INCAHUASI,Papa nativa
6287,LIMA-CANETE-SAN VICENTE DE CANETE,Tomate
6288,LIMA-CANETE-CERRO AZUL,Yuca
6289,LIMA-CANETE-IMPERIAL,Tomate
6290,LIMA-CANETE-LUNAHUANA,Tomate
6291,LIMA-CANETE-QUILMANA,Tomate
6292,LIMA-CANETE-SAN LUIS,Yuca
6293,LIMA-CANETE-ZUNIGA,Tomate
6294,LIMA-HUAURA-SAYAN,Tomate
6295,LIMA-YAUYOS-MADEAN,Papa color
6296,LORETO-ALTO AMAZONAS-JEBEROS,Maiz amarillo duro
6297,LORETO-ALTO AMAZONAS-TENIENTE CESAR LOPEZ ROJAS,Maiz amarillo duro
6298,LORETO-MARISCAL RAMON CASTILLA-PEBAS,Arroz cascara
6299,LORETO-MARISCAL RAMON CASTILLA-SAN PABLO,Maiz amarillo duro
6300,LORETO-REQUENA-CAPELO,Maiz amarillo duro
6301,LORETO-REQUENA-MAQUIA,Maiz amarillo duro
6302,LORETO-REQUENA-PUINAHUA,Yuca
6303,LORETO-DATEM DEL MARAÑON-MORONA,Yuca
6304,MADRE DE DIOS-MANU-MADRE DE DIOS,Maiz amarillo duro
6305,PASCO-PASCO-TICLACAYAN,Papa nativa
6306,PASCO-DANIEL ALCIDES CARRION-YANAHUANCA,Papa blanca
6307,PASCO-DANIEL ALCIDES CARRION-SANTA ANA DE TUSI,Papa blanca
6308,PASCO-DANIEL ALCIDES CARRION-SANTA ANA DE TUSI,Papa color
6309,PASCO-DANIEL ALCIDES CARRION-SANTA ANA DE TUSI,Zapallo
6310,PASCO-OXAPAMPA-PALCAZU,Maiz amarillo duro
6311,PIURA-AYABACA-PACAIPAMPA,Ajo
6312,PIURA-PAITA-ARENAL,Maiz amarillo duro
6313,UCAYALI-CORONEL PORTILLO-IPARIA,Maiz amarillo duro
6314,UCAYALI-CORONEL PORTILLO-IPARIA,Yuca
6315,AMAZONAS-BONGARA-JAZAN,Frijol grano seco
6316,AMAZONAS-RODRIGUEZ DE MENDOZA-CHIRIMOTO,Yuca
6317,ANCASH-ANTONIO RAYMONDI-CHINGAS,Papa blanca
6318,ANCASH-ANTONIO RAYMONDI-MIRGAS,Papa blanca
6319,ANCASH-ANTONIO RAYMONDI-SAN JUAN DE RONTOY,Papa color
6320,ANCASH-BOLOGNESI-CHIQUIAN,Papa blanca
6321,ANCASH-BOLOGNESI-AQUIA,Papa blanca
6322,ANCASH-BOLOGNESI-CAJACAY,Papa color
6323,ANCASH-BOLOGNESI-HUASTA,Papa blanca
6324,ANCASH-BOLOGNESI-PACLLON,Papa blanca
6325,ANCASH-BOLOGNESI-SAN MIGUEL DE CORPANQUI,Papa blanca
6326,ANCASH-BOLOGNESI-SAN MIGUEL DE CORPANQUI,Papa color
6327,ANCASH-CORONGO-ACO,Papa blanca
6328,ANCASH-CORONGO-CUSCA,Papa blanca
6329,ANCASH-CORONGO-LA PAMPA,Papa blanca
6330,ANCASH-CORONGO-YANAC,Papa blanca
6331,ANCASH-HUARI-PONTO,Papa nativa
6332,ANCASH-HUARI-SAN PEDRO DE CHANA,Papa nativa
6333,ANCASH-HUARI-UCO,Papa color
6334,ANCASH-HUAYLAS-YURACMARCA,Frijol grano seco
6335,ANCASH-OCROS-SAN PEDRO,Papa blanca
6336,ANCASH-YUNGAY-MATACOTO,Papa blanca
6337,APURIMAC-AYMARAES-LUCRE,Papa blanca
6338,APURIMAC-AYMARAES-SAN JUAN DE CHACYA,Arveja grano verde
6339,APURIMAC-CHINCHEROS-ROCCHACC,Papa blanca
6340,APURIMAC-CHINCHEROS-ROCCHACC,Papa color
6341,AREQUIPA-ISLAY-PUNTA DE BOMBON,Camote
6342,CAJAMARCA-CAJAMARCA-NAMORA,Papa color
6343,CAJAMARCA-HUALGAYOC-HUALGAYOC,Papa color
6344,CAJAMARCA-SAN IGNACIO-TABACONAS,Papa blanca
6345,CAJAMARCA-SAN MARCOS-PEDRO GALVEZ,Papa nativa
6346,CAJAMARCA-SAN MARCOS-CHANCAY,Papa blanca
6347,CAJAMARCA-SAN MARCOS-CHANCAY,Papa color
6348,CAJAMARCA-SAN MARCOS-ICHOCAN,Ajo
6349,CAJAMARCA-SAN MARCOS-JOSE MANUEL QUIROZ,Ajo
6350,CAJAMARCA-SAN MIGUEL-BOLIVAR,Papa blanca
6351,CAJAMARCA-SAN MIGUEL-BOLIVAR,Papa color
6352,HUANCAVELICA-CASTROVIRREYNA-CHUPAMARCA,Papa blanca
6353,HUANCAVELICA-HUAYTARA-QUITO-ARMA,Papa color
6354,HUANCAVELICA-TAYACAJA-QUISHUAR,Papa blanca
6355,HUANUCO-AMBO-SAN RAFAEL,Papa blanca
6356,HUANUCO-AMBO-SAN RAFAEL,Papa nativa
6357,HUANUCO-DOS DE MAYO-CHUQUIS,Papa blanca
6358,HUANUCO-DOS DE MAYO-PACHAS,Papa blanca
6359,HUANUCO-DOS DE MAYO-YANAS,Papa blanca
6360,HUANUCO-HUAMALIES-MONZON,Maiz amarillo duro
6361,HUANUCO-LEONCIO PRADO-LUYANDO,Maiz amarillo duro
6362,HUANUCO-LEONCIO PRADO-CASTILLO GRANDE,Maiz amarillo duro
6363,HUANUCO-MARANON-HUACRACHUCO,Papa blanca
6364,HUANUCO-MARANON-HUACRACHUCO,Papa color
6365,HUANUCO-PUERTO INCA-CODO DEL POZUZO,Maiz amarillo duro
6366,ICA-ICA-ICA,Zapallo
6367,ICA-CHINCHA-TAMBO DE MORA,Zapallo
6368,ICA-PISCO-PARACAS,Maiz amarillo duro
6369,JUNIN-HUANCAYO-SANTO DOMINGO DE ACOBAMBA,Papa blanca
6370,JUNIN-CONCEPCION-ANDAMARCA,Papa blanca
6371,JUNIN-CONCEPCION-ANDAMARCA,Papa color
6372,JUNIN-CONCEPCION-ANDAMARCA,Papa nativa
6373,JUNIN-CONCEPCION-SANTA ROSA DE OCOPA,Haba grano seco
6374,JUNIN-CHANCHAMAYO-VITOC,Frijol grano seco
6375,LA LIBERTAD-TRUJILLO-SIMBAL,Aji
6376,LA LIBERTAD-BOLIVAR-BAMBAMARCA,Papa nativa
