eli,DISTRITO,CULTIVO
11004,ANCASH-HUAYLAS-SANTO TORIBIO,Trigo
11005,AREQUIPA-CAYLLOMA-LLUTA,Ajo
11006,CAJAMARCA-CAJAMARCA-NAMORA,Arveja grano verde
11007,CAJAMARCA-CAJABAMBA-SITACOCHA,Arveja grano seco
11008,CAJAMARCA-CELENDIN-CELENDIN,Arveja grano verde
11009,CAJAMARCA-CELENDIN-CHUMUCH,Cebada grano
11010,CAJAMARCA-CELENDIN-CHUMUCH,Trigo
11011,CAJAMARCA-CELENDIN-CORTEGANA,Arveja grano seco
11012,CAJAMARCA-CELENDIN-CORTEGANA,Arveja grano verde
11013,CAJAMARCA-CELENDIN-JOSE GALVEZ,Arveja grano verde
11014,CAJAMARCA-CELENDIN-OXAMARCA,Arveja grano seco
11015,CAJAMARCA-CELENDIN-OXAMARCA,Cebada grano
11016,CAJAMARCA-CELENDIN-SUCRE,Arveja grano verde
11017,CAJAMARCA-CELENDIN-UTCO,Cebada grano
11018,CAJAMARCA-CHOTA-CHIMBAN,Cebada grano
11019,CAJAMARCA-CUTERVO-CUJILLO,Arroz cascara
11020,CAJAMARCA-CUTERVO-PIMPINGOS,Arroz cascara
11021,CAJAMARCA-CUTERVO-SAN ANDRES DE CUTERVO,Camote
11022,CAJAMARCA-SAN MARCOS-EDUARDO VILLANUEVA,Ajo
11023,CAJAMARCA-SAN MARCOS-JOSE SABOGAL,Arveja grano seco
11024,CAJAMARCA-SAN MARCOS-JOSE SABOGAL,Cebada grano
11025,CAJAMARCA-SAN MIGUEL-SAN MIGUEL,Trigo
11026,CAJAMARCA-SAN PABLO-SAN PABLO,Arveja grano verde
11027,CAJAMARCA-SAN PABLO-SAN BERNARDINO,Arveja grano verde
11028,CAJAMARCA-SANTA CRUZ-CATACHE,Quinua
11029,ICA-NASCA-CHANGUILLO,Maiz amarillo duro
11030,LA LIBERTAD-PATAZ-BULDIBUYO,Trigo
11031,LA LIBERTAD-PATAZ-SANTIAGO DE CHALLAS,Trigo
11032,LA LIBERTAD-SANCHEZ CARRION-CHUGAY,Tomate
11033,LA LIBERTAD-SANCHEZ CARRION-COCHORCO,Yuca
11034,LA LIBERTAD-GRAN CHIMU-CASCAS,Haba grano seco
11035,LAMBAYEQUE-FERRENAFE-PITIPO,Paprika
11036,LAMBAYEQUE-LAMBAYEQUE-CHOCHOPE,Maiz amarillo duro
11037,LAMBAYEQUE-LAMBAYEQUE-PACORA,Maiz amarillo duro
11038,LAMBAYEQUE-LAMBAYEQUE-SALAS,Maiz amarillo duro
11039,LIMA-BARRANCA-BARRANCA,Tomate
11040,LIMA-CANTA-ARAHUAY,Maiz amilaceo
11041,LIMA-CANTA-HUAMANTANGA,Maiz amilaceo
11042,LIMA-CANTA-HUAMANTANGA,Maiz choclo
11043,LIMA-HUAROCHIRI-LANGA,Maiz amilaceo
11044,LIMA-HUAURA-AMBAR,Arveja grano verde
11045,LIMA-HUAURA-AMBAR,Maiz amilaceo
11046,LIMA-HUAURA-PACCHO,Arveja grano verde
11047,LIMA-YAUYOS-CHOCOS,Frijol grano seco
11048,LIMA-YAUYOS-QUINCHES,Cebada grano
11049,PIURA-AYABACA-FRIAS,Maiz amarillo duro
11050,PIURA-AYABACA-LAGUNAS,Ajo
11051,PIURA-HUANCABAMBA-EL CARMEN DE LA FRONTERA,Trigo
11052,PIURA-HUANCABAMBA-LALAQUIZ,Yuca
11053,PIURA-MORROPON-MORROPON,Maiz amarillo duro
11054,PIURA-MORROPON-SANTA CATALINA DE MOSSA,Trigo
11055,AMAZONAS-CHACHAPOYAS-LA JALCA,Trigo
11056,AMAZONAS-CHACHAPOYAS-LEVANTO,Arveja grano verde
11057,AMAZONAS-CHACHAPOYAS-LEVANTO,Trigo
11058,AMAZONAS-CHACHAPOYAS-MAGDALENA,Trigo
11059,AMAZONAS-CHACHAPOYAS-MARISCAL CASTILLA,Trigo
11060,AMAZONAS-CHACHAPOYAS-MONTEVIDEO,Trigo
11061,AMAZONAS-CHACHAPOYAS-SAN FRANCISCO DE DAGUAS,Papa nativa
11062,AMAZONAS-CHACHAPOYAS-SAN ISIDRO DE MAINO,Trigo
11063,AMAZONAS-CHACHAPOYAS-SONCHE,Arveja grano seco
11064,AMAZONAS-CHACHAPOYAS-SONCHE,Haba grano seco
11065,AMAZONAS-LUYA-COCABAMBA,Trigo
11066,AMAZONAS-LUYA-LONGUITA,Trigo
11067,AMAZONAS-LUYA-MARIA,Trigo
11068,AMAZONAS-LUYA-SAN CRISTOBAL,Trigo
11069,AMAZONAS-LUYA-SAN JUAN DE LOPECANCHA,Trigo
11070,AMAZONAS-LUYA-SANTO TOMAS,Trigo
11071,ANCASH-BOLOGNESI-ANTONIO RAYMONDI,Maiz amilaceo
11072,ANCASH-BOLOGNESI-LA PRIMAVERA,Cebada grano
11073,ANCASH-HUAYLAS-MATO,Arveja grano seco
11074,ANCASH-HUAYLAS-MATO,Arveja grano verde
11075,ANCASH-HUAYLAS-PAMPAROMAS,Tomate
11076,ANCASH-HUAYLAS-SANTO TORIBIO,Arveja grano seco
11077,ANCASH-OCROS-SAN PEDRO,Frijol grano seco
11078,ANCASH-RECUAY-HUAYLLAPAMPA,Trigo
11079,ANCASH-RECUAY-LLACLLIN,Trigo
11080,ANCASH-SANTA-MORO,Tomate
11081,ANCASH-YUNGAY-MANCOS,Arveja grano seco
11082,AREQUIPA-AREQUIPA-SACHACA,Ajo
11083,AREQUIPA-CAMANA-SAMUEL PASTOR,Cebolla cabeza roja
11084,CAJAMARCA-CAJAMARCA-MAGDALENA,Arveja grano seco
11085,CAJAMARCA-CAJABAMBA-CACHACHI,Ajo
11086,CAJAMARCA-CAJABAMBA-CONDEBAMBA,Ajo
11087,CAJAMARCA-CELENDIN-UTCO,Arveja grano seco
11088,CAJAMARCA-CELENDIN-LA LIBERTAD DE PALLAN,Arveja grano seco
11089,CAJAMARCA-CELENDIN-LA LIBERTAD DE PALLAN,Arveja grano verde
11090,CAJAMARCA-CHOTA-CHOROPAMPA,Yuca
11091,CAJAMARCA-CHOTA-CHALAMARCA,Arveja grano verde
11092,CAJAMARCA-SAN MARCOS-PEDRO GALVEZ,Arveja grano seco
11093,CAJAMARCA-SAN MIGUEL-SAN MIGUEL,Arveja grano seco
11094,CAJAMARCA-SAN MIGUEL-EL PRADO,Trigo
11095,CAJAMARCA-SAN MIGUEL-SAN GREGORIO,Maiz choclo
11096,CAJAMARCA-SANTA CRUZ-CATACHE,Cebada grano
11097,CAJAMARCA-SANTA CRUZ-CATACHE,Trigo
11098,CAJAMARCA-SANTA CRUZ-CHANCAYBAYOS,Trigo
11099,CAJAMARCA-SANTA CRUZ-PULAN,Trigo
11100,HUANCAVELICA-TAYACAJA-PAZOS,Arveja grano seco
11101,HUANUCO-HUANUCO-CHINCHAO,Arveja grano seco
11102,HUANUCO-HUANUCO-CHINCHAO,Cebolla cabeza roja
11103,ICA-ICA-LA TINGUIYA,Cebolla cabeza blanca o amarilla
11104,ICA-ICA-LOS AQUIJES,Maiz choclo
11105,ICA-ICA-OCUCAJE,Zapallo
11106,ICA-ICA-YAUCA DEL ROSARIO,Algodon
11107,ICA-CHINCHA-GROCIO PRADO,Aji
11108,ICA-PALPA-LLIPATA,Cebolla cabeza roja
11109,ICA-PALPA-LLIPATA,Maiz amarillo duro
11110,ICA-PALPA-LLIPATA,Paprika
11111,ICA-PALPA-TIBILLO,Maiz amarillo duro
11112,JUNIN-CONCEPCION-COCHAS,Maiz choclo
11113,JUNIN-CONCEPCION-MARISCAL CASTILLA,Maiz choclo
11114,LA LIBERTAD-OTUZCO-OTUZCO,Arveja grano seco
11115,LA LIBERTAD-OTUZCO-SINSICAP,Arveja grano seco
11116,LA LIBERTAD-OTUZCO-USQUIL,Arveja grano verde
11117,LA LIBERTAD-SANCHEZ CARRION-SARTIMBAMBA,Tomate
11118,LAMBAYEQUE-CHICLAYO-NUEVA ARICA,Maiz amarillo duro
11119,LAMBAYEQUE-CHICLAYO-OYOTUN,Maiz amarillo duro
11120,LAMBAYEQUE-CHICLAYO-SAYA,Maiz amarillo duro
11121,LAMBAYEQUE-LAMBAYEQUE-ILLIMO,Maiz amarillo duro
11122,LAMBAYEQUE-LAMBAYEQUE-MORROPE,Maiz amilaceo
11123,LIMA-BARRANCA-PATIVILCA,Cebolla cabeza roja
11124,LIMA-CANETE-COAYLLO,Tomate
11125,LIMA-CANETE-MALA,Zapallo
11126,LIMA-HUARAL-ATAVILLOS ALTO,Arveja grano verde
11127,LIMA-HUARAL-ATAVILLOS ALTO,Maiz amilaceo
11128,LIMA-HUARAL-ATAVILLOS BAJO,Arveja grano verde
11129,LIMA-HUARAL-ATAVILLOS BAJO,Maiz amilaceo
11130,LIMA-HUARAL-ATAVILLOS BAJO,Maiz choclo
11131,LIMA-HUARAL-IHUARI,Arveja grano verde
11132,LIMA-HUARAL-IHUARI,Maiz amilaceo
11133,LIMA-HUARAL-IHUARI,Maiz choclo
11134,LIMA-HUARAL-LAMPIAN,Arveja grano verde
11135,LIMA-HUARAL-LAMPIAN,Maiz amilaceo
11136,LIMA-HUARAL-PACARAOS,Arveja grano verde
11137,LIMA-HUARAL-PACARAOS,Maiz amilaceo
11138,LIMA-HUARAL-SAN MIGUEL DE ACOS,Arveja grano verde
11139,LIMA-HUARAL-SAN MIGUEL DE ACOS,Maiz amilaceo
11140,LIMA-HUARAL-SANTA CRUZ DE ANDAMARCA,Arveja grano verde
11141,LIMA-HUARAL-SUMBILCA,Arveja grano verde
11142,LIMA-HUARAL-SUMBILCA,Maiz amilaceo
11143,LIMA-HUARAL-SUMBILCA,Maiz choclo
11144,LIMA-HUARAL-VEINTISIETE DE NOVIEMBRE,Arveja grano verde
11145,LIMA-HUARAL-VEINTISIETE DE NOVIEMBRE,Maiz amilaceo
11146,LIMA-YAUYOS-CATAHUASI,Tomate
11147,LIMA-YAUYOS-OMAS,Frijol grano seco
11148,PIURA-PIURA-TAMBO GRANDE,Algodon
11149,PIURA-AYABACA-LAGUNAS,Arveja grano seco
11150,PIURA-AYABACA-LAGUNAS,Frijol grano seco
11151,PIURA-AYABACA-LAGUNAS,Trigo
11152,PIURA-AYABACA-MONTERO,Frijol grano seco
11153,PIURA-AYABACA-PACAIPAMPA,Arveja grano seco
11154,PIURA-AYABACA-PACAIPAMPA,Cebada grano
11155,PIURA-AYABACA-PACAIPAMPA,Trigo
11156,PIURA-AYABACA-PAIMAS,Arveja grano seco
11157,PIURA-AYABACA-PAIMAS,Frijol grano seco
11158,PIURA-HUANCABAMBA-HUARMACA,Trigo
11159,PIURA-HUANCABAMBA-SAN MIGUEL DE EL FAIQUE,Arveja grano seco
11160,PIURA-MORROPON-YAMANGO,Trigo
11161,SAN MARTIN-RIOJA-SAN FERNANDO,Tomate
11162,TACNA-TACNA-INCLAN,Zapallo
11163,TACNA-TACNA-SAMA,Zapallo
11164,ANCASH-AIJA-AIJA,Trigo
11165,ANCASH-AIJA-CORIS,Trigo
11166,ANCASH-AIJA-LA MERCED,Trigo
11167,ANCASH-HUARMEY-HUAYAN,Arveja grano seco
11168,ANCASH-HUARMEY-MALVAS,Maiz amarillo duro
11169,ANCASH-HUAYLAS-HUAYLAS,Arveja grano seco
11170,ANCASH-HUAYLAS-HUAYLAS,Trigo
11171,ANCASH-HUAYLAS-MATO,Trigo
11172,ANCASH-HUAYLAS-PAMPAROMAS,Cebada grano
11173,ANCASH-HUAYLAS-SANTA CRUZ,Cebada grano
11174,ANCASH-HUAYLAS-SANTA CRUZ,Trigo
11175,ANCASH-POMABAMBA-HUAYLLAN,Trigo
11176,ANCASH-SANTA-CACERES DEL PERU,Frijol grano seco
11177,ANCASH-SANTA-CACERES DEL PERU,Tomate
11178,ANCASH-YUNGAY-YUNGAY,Trigo
11179,ANCASH-YUNGAY-CASCAPARA,Arveja grano seco
11180,ANCASH-YUNGAY-MANCOS,Trigo
11181,ANCASH-YUNGAY-QUILLO,Arveja grano seco
11182,ANCASH-YUNGAY-QUILLO,Cebada grano
11183,ANCASH-YUNGAY-QUILLO,Haba grano seco
11184,ANCASH-YUNGAY-QUILLO,Trigo
11185,ANCASH-YUNGAY-SHUPLUY,Trigo
11186,APURIMAC-CHINCHEROS-EL PORVENIR,Camote
11187,CAJAMARCA-CAJAMARCA-COSPAN,Arveja grano seco
11188,CAJAMARCA-CAJAMARCA-LLACANORA,Cebada grano
11189,CAJAMARCA-CAJABAMBA-CAJABAMBA,Cebada grano
11190,CAJAMARCA-CAJABAMBA-CAJABAMBA,Quinua
11191,CAJAMARCA-CAJABAMBA-CAJABAMBA,Trigo
11192,CAJAMARCA-CAJABAMBA-CACHACHI,Quinua
11193,CAJAMARCA-CAJABAMBA-CACHACHI,Trigo
11194,CAJAMARCA-CAJABAMBA-SITACOCHA,Trigo
11195,CAJAMARCA-CELENDIN-JOSE GALVEZ,Cebada grano
11196,CAJAMARCA-CHOTA-CHADIN,Maiz amarillo duro
11197,CAJAMARCA-CHOTA-LLAMA,Maiz choclo
11198,CAJAMARCA-SAN MARCOS-GREGORIO PITA,Trigo
11199,CAJAMARCA-SAN MARCOS-JOSE SABOGAL,Trigo
11200,CAJAMARCA-SAN PABLO-SAN BERNARDINO,Trigo
11201,CUSCO-ANTA-ANTA,Cebolla cabeza roja
11202,CUSCO-ANTA-PUCYURA,Cebolla cabeza roja
11203,HUANCAVELICA-HUAYTARA-HUAYTARA,Cebada grano
11204,HUANCAVELICA-HUAYTARA-HUAYTARA,Trigo
11205,HUANUCO-AMBO-HUACAR,Trigo
11206,HUANUCO-YAROWILCA-CHORAS,Cebada grano
11207,LA LIBERTAD-BOLIVAR-BAMBAMARCA,Arveja grano seco
11208,LA LIBERTAD-OTUZCO-OTUZCO,Trigo
11209,LA LIBERTAD-OTUZCO-MACHE,Cebada grano
11210,LA LIBERTAD-OTUZCO-SALPO,Cebada grano
11211,LA LIBERTAD-OTUZCO-SINSICAP,Cebada grano
11212,LA LIBERTAD-PATAZ-BULDIBUYO,Arveja grano verde
11213,LA LIBERTAD-PATAZ-URPAY,Cebada grano
11214,LA LIBERTAD-SANCHEZ CARRION-HUAMACHUCO,Cebada grano
11215,LA LIBERTAD-SANCHEZ CARRION-HUAMACHUCO,Quinua
11216,LA LIBERTAD-SANCHEZ CARRION-HUAMACHUCO,Trigo
11217,LA LIBERTAD-SANCHEZ CARRION-CHUGAY,Arveja grano seco
11218,LA LIBERTAD-SANCHEZ CARRION-MARCABAL,Cebada grano
11219,LA LIBERTAD-SANCHEZ CARRION-SARIN,Trigo
11220,LA LIBERTAD-SANTIAGO DE CHUCO-SANTIAGO DE CHUCO,Arveja grano seco
11221,LA LIBERTAD-SANTIAGO DE CHUCO-SANTIAGO DE CHUCO,Trigo
11222,LA LIBERTAD-SANTIAGO DE CHUCO-ANGASMARCA,Cebada grano
11223,LA LIBERTAD-SANTIAGO DE CHUCO-ANGASMARCA,Trigo
11224,LA LIBERTAD-SANTIAGO DE CHUCO-MOLLEBAMBA,Cebada grano
11225,LA LIBERTAD-SANTIAGO DE CHUCO-MOLLEBAMBA,Trigo
11226,LA LIBERTAD-SANTIAGO DE CHUCO-MOLLEPATA,Cebada grano
11227,LA LIBERTAD-SANTIAGO DE CHUCO-MOLLEPATA,Trigo
11228,LA LIBERTAD-SANTIAGO DE CHUCO-SITABAMBA,Cebada grano
11229,LA LIBERTAD-SANTIAGO DE CHUCO-SITABAMBA,Trigo
11230,LA LIBERTAD-GRAN CHIMU-SAYAPULLO,Haba grano seco
11231,LAMBAYEQUE-FERRENAFE-CANARIS,Arveja grano seco
11232,LAMBAYEQUE-FERRENAFE-INCAHUASI,Trigo
11233,LIMA-CANTA-SAN BUENAVENTURA,Maiz amilaceo
11234,LIMA-CANTA-SAN BUENAVENTURA,Maiz choclo
11235,LIMA-CANTA-SANTA ROSA DE QUIVES,Yuca
11236,LIMA-HUAROCHIRI-LANGA,Cebada grano
11237,LIMA-OYON-OYON,Haba grano seco
11238,LIMA-OYON-OYON,Maiz amilaceo
11239,LIMA-OYON-CAUJUL,Arveja grano seco
11240,LIMA-OYON-CAUJUL,Arveja grano verde
11241,LIMA-OYON-CAUJUL,Haba grano seco
11242,LIMA-OYON-CAUJUL,Maiz amilaceo
11243,LIMA-OYON-CAUJUL,Trigo
11244,LIMA-OYON-COCHAMARCA,Arveja grano seco
11245,LIMA-OYON-COCHAMARCA,Arveja grano verde
11246,LIMA-OYON-COCHAMARCA,Cebada grano
11247,LIMA-OYON-COCHAMARCA,Maiz amilaceo
11248,LIMA-OYON-NAVAN,Arveja grano seco
11249,LIMA-OYON-NAVAN,Arveja grano verde
11250,LIMA-OYON-NAVAN,Maiz amilaceo
11251,LIMA-YAUYOS-HUAYEC,Maiz amilaceo
11252,LIMA-YAUYOS-QUINCHES,Maiz amilaceo
11253,LIMA-YAUYOS-TUPE,Haba grano seco
11254,PIURA-HUANCABAMBA-EL CARMEN DE LA FRONTERA,Yuca
11255,SAN MARTIN-LAMAS-RUMISAPA,Tomate
11256,AMAZONAS-BAGUA-EL PARCO,Yuca
11257,AMAZONAS-LUYA-LUYA VIEJO,Papa nativa
11258,APURIMAC-ABANCAY-PICHIRHUA,Cebada grano
11259,APURIMAC-ANDAHUAYLAS-ANDARAPA,Trigo
11260,APURIMAC-ANDAHUAYLAS-TALAVERA,Maiz amarillo duro
11261,APURIMAC-CHINCHEROS-COCHARCAS,Yuca
11262,APURIMAC-CHINCHEROS-OCOBAMBA,Camote
11263,APURIMAC-CHINCHEROS-OCOBAMBA,Yuca
11264,APURIMAC-CHINCHEROS-URANMARCA,Trigo
11265,APURIMAC-CHINCHEROS-EL PORVENIR,Yuca
11266,AREQUIPA-AREQUIPA-LA JOYA,Ajo
11267,AREQUIPA-AREQUIPA-LA JOYA,Paprika
11268,AREQUIPA-AREQUIPA-VITOR  1/,Ajo
11269,AREQUIPA-AREQUIPA-YARABAMBA,Ajo
11270,AREQUIPA-CARAVELI-ACARI,Cebolla cabeza roja
11271,AREQUIPA-CARAVELI-QUICACHA,Cebada grano
11272,CAJAMARCA-CAJAMARCA-JESUS,Trigo
11273,CAJAMARCA-CAJABAMBA-CONDEBAMBA,Quinua
11274,CAJAMARCA-CHOTA-CHOROPAMPA,Maiz amarillo duro
11275,CAJAMARCA-CHOTA-COCHABAMBA,Papa color
11276,CAJAMARCA-CHOTA-LLAMA,Frijol grano seco
11277,CAJAMARCA-CHOTA-LLAMA,Maiz amilaceo
11278,CAJAMARCA-CHOTA-PACCHA,Maiz amarillo duro
11279,CAJAMARCA-CHOTA-TACABAMBA,Yuca
11280,CAJAMARCA-CHOTA-CHALAMARCA,Maiz amarillo duro
11281,CAJAMARCA-CONTUMAZA-SAN BENITO,Frijol grano seco
11282,CAJAMARCA-CONTUMAZA-SAN BENITO,Trigo
11283,CAJAMARCA-CUTERVO-CUJILLO,Maiz amarillo duro
11284,CAJAMARCA-CUTERVO-LA RAMADA,Maiz amarillo duro
11285,CAJAMARCA-CUTERVO-SAN JUAN DE CUTERVO,Maiz amarillo duro
11286,CAJAMARCA-CUTERVO-SAN LUIS DE LUCMA,Maiz amarillo duro
11287,CAJAMARCA-CUTERVO-TORIBIO CASANOVA,Frijol grano seco
11288,CAJAMARCA-CUTERVO-TORIBIO CASANOVA,Maiz amarillo duro
11289,CAJAMARCA-JAEN-HUABAL,Tomate
11290,CAJAMARCA-SAN MARCOS-CHANCAY,Trigo
11291,CAJAMARCA-SAN MARCOS-ICHOCAN,Trigo
11292,CAJAMARCA-SAN MARCOS-JOSE MANUEL QUIROZ,Trigo
11293,CAJAMARCA-SAN MARCOS-JOSE SABOGAL,Maiz amarillo duro
11294,CAJAMARCA-SAN MIGUEL-LA FLORIDA,Yuca
11295,CAJAMARCA-SAN MIGUEL-SAN SILVESTRE DE COCHAN,Trigo
11296,CAJAMARCA-SAN PABLO-SAN PABLO,Maiz amarillo duro
11297,CAJAMARCA-SAN PABLO-SAN BERNARDINO,Maiz amarillo duro
11298,CUSCO-ANTA-ANTA,Zanahoria
11299,CUSCO-ANTA-ANCAHUASI,Cebolla cabeza roja
11300,HUANCAVELICA-CASTROVIRREYNA-CAPILLAS,Cebada grano
11301,HUANCAVELICA-CASTROVIRREYNA-HUACHOS,Arveja grano seco
11302,HUANCAVELICA-CASTROVIRREYNA-HUACHOS,Cebada grano
11303,HUANCAVELICA-CASTROVIRREYNA-MOLLEPAMPA,Haba grano seco
11304,HUANCAVELICA-CASTROVIRREYNA-TICRAPO,Cebada grano
11305,HUANCAVELICA-CASTROVIRREYNA-TICRAPO,Trigo
11306,HUANCAVELICA-CHURCAMPA-PAUCARBAMBA,Arveja grano verde
11307,HUANCAVELICA-CHURCAMPA-SAN PEDRO DE CORIS,Cebada grano
11308,HUANCAVELICA-HUAYTARA-AYAVI,Cebada grano
11309,HUANCAVELICA-HUAYTARA-AYAVI,Trigo
11310,HUANCAVELICA-HUAYTARA-CORDOVA,Trigo
11311,HUANCAVELICA-HUAYTARA-LARAMARCA,Cebada grano
11312,HUANCAVELICA-HUAYTARA-OCOYO,Cebada grano
11313,HUANCAVELICA-HUAYTARA-OCOYO,Trigo
11314,HUANCAVELICA-HUAYTARA-QUERCO,Cebada grano
11315,HUANCAVELICA-HUAYTARA-QUERCO,Trigo
11316,HUANCAVELICA-HUAYTARA-QUITO-ARMA,Cebada grano
11317,HUANCAVELICA-HUAYTARA-QUITO-ARMA,Trigo
11318,HUANCAVELICA-HUAYTARA-SAN ANTONIO DE CUSICANCHA,Cebada grano
11319,HUANCAVELICA-HUAYTARA-SAN FSCO. DE SANGAYAICO,Cebada grano
11320,HUANCAVELICA-HUAYTARA-SAN FSCO. DE SANGAYAICO,Trigo
11321,HUANCAVELICA-HUAYTARA-SANTIAGO DE CHOCORVOS,Cebada grano
11322,HUANCAVELICA-HUAYTARA-SANTIAGO DE CHOCORVOS,Trigo
11323,HUANCAVELICA-HUAYTARA-SANTIAGO DE QUIRAHUARA,Cebada grano
11324,HUANCAVELICA-HUAYTARA-SANTIAGO DE QUIRAHUARA,Trigo
11325,HUANCAVELICA-HUAYTARA-SANTO DOMINGO DE CAPILLAS,Cebada grano
11326,HUANCAVELICA-HUAYTARA-SANTO DOMINGO DE CAPILLAS,Trigo
11327,HUANCAVELICA-HUAYTARA-TAMBO,Cebada grano
11328,HUANCAVELICA-HUAYTARA-TAMBO,Trigo
11329,HUANUCO-HUANUCO-CHINCHAO,Trigo
11330,HUANUCO-AMBO-CAYNA,Cebada grano
11331,HUANUCO-AMBO-CAYNA,Trigo
11332,HUANUCO-DOS DE MAYO-SILLAPATA,Cebada grano
11333,HUANUCO-HUACAYBAMBA-COCHABAMBA,Cebada grano
11334,HUANUCO-HUACAYBAMBA-PINRA,Cebada grano
11335,JUNIN-HUANCAYO-EL TAMBO,Cebolla cabeza roja
11336,JUNIN-CHUPACA-AHUAC,Cebolla cabeza roja
11337,LA LIBERTAD-BOLIVAR-BAMBAMARCA,Cebada grano
11338,LA LIBERTAD-BOLIVAR-BAMBAMARCA,Trigo
11339,LA LIBERTAD-BOLIVAR-CONDORMARCA,Cebada grano
11340,LA LIBERTAD-BOLIVAR-CONDORMARCA,Trigo
11341,LA LIBERTAD-BOLIVAR-LONGOTEA,Cebada grano
11342,LA LIBERTAD-BOLIVAR-LONGOTEA,Trigo
11343,LA LIBERTAD-BOLIVAR-UCUNCHA,Cebada grano
11344,LA LIBERTAD-BOLIVAR-UCUNCHA,Trigo
11345,LA LIBERTAD-JULCAN-JULCAN,Arveja grano seco
11346,LA LIBERTAD-JULCAN-JULCAN,Trigo
11347,LA LIBERTAD-JULCAN-CARABAMBA,Arveja grano seco
11348,LA LIBERTAD-JULCAN-CARABAMBA,Trigo
11349,LA LIBERTAD-JULCAN-HUASO,Arveja grano seco
11350,LA LIBERTAD-JULCAN-HUASO,Trigo
11351,LA LIBERTAD-OTUZCO-OTUZCO,Cebada grano
11352,LA LIBERTAD-OTUZCO-CHARAT,Maiz amarillo duro
11353,LA LIBERTAD-OTUZCO-HUARANCHAL,Cebada grano
11354,LA LIBERTAD-OTUZCO-PARANDAY,Cebada grano
11355,LA LIBERTAD-OTUZCO-USQUIL,Cebada grano
11356,LA LIBERTAD-OTUZCO-USQUIL,Maiz amarillo duro
11357,LA LIBERTAD-SANCHEZ CARRION-CHUGAY,Trigo
11358,LA LIBERTAD-SANCHEZ CARRION-MARCABAL,Ajo
11359,LA LIBERTAD-SANCHEZ CARRION-SARTIMBAMBA,Quinua
11360,LA LIBERTAD-SANTIAGO DE CHUCO-CACHICADAN,Trigo
11361,LA LIBERTAD-SANTIAGO DE CHUCO-QUIRUVILCA,Trigo
11362,LA LIBERTAD-GRAN CHIMU-LUCMA,Maiz amilaceo
11363,LA LIBERTAD-GRAN CHIMU-SAYAPULLO,Maiz amilaceo
11364,LAMBAYEQUE-FERRENAFE-CANARIS,Cebada grano
11365,LAMBAYEQUE-FERRENAFE-CANARIS,Trigo
11366,LAMBAYEQUE-FERRENAFE-MANUEL A. MESONES MURO,Arroz cascara
11367,LAMBAYEQUE-LAMBAYEQUE-MORROPE,Arroz cascara
11368,LIMA-CAJATAMBO-MANAS,Arveja grano seco
11369,LIMA-CANTA-LACHAQUI,Maiz amilaceo
11370,LIMA-HUAROCHIRI-MARIATANA,Maiz choclo
11371,LIMA-HUAURA-AMBAR,Haba grano seco
11372,LIMA-HUAURA-AMBAR,Zapallo
11373,LIMA-OYON-CAUJUL,Frijol grano seco
11374,LIMA-OYON-CAUJUL,Tomate
11375,LIMA-OYON-CAUJUL,Zapallo
11376,LIMA-OYON-COCHAMARCA,Tomate
11377,LIMA-OYON-COCHAMARCA,Zapallo
11378,LIMA-OYON-NAVAN,Frijol grano seco
11379,LIMA-OYON-NAVAN,Tomate
11380,LIMA-OYON-NAVAN,Zapallo
11381,LIMA-YAUYOS-AZANGARO,Haba grano seco
11382,LIMA-YAUYOS-HUAMPARA,Maiz amilaceo
11383,PASCO-PASCO-HUARIACA,Cebada grano
11384,PASCO-PASCO-HUARIACA,Trigo
11385,PASCO-PASCO-PALLANCHACRA,Cebada grano
11386,PASCO-PASCO-PALLANCHACRA,Trigo
11387,PASCO-PASCO-SAN FCO.DE ASIS DE YARUSYACAN,Cebada grano
11388,PASCO-PASCO-SAN FCO.DE ASIS DE YARUSYACAN,Trigo
11389,PIURA-AYABACA-SICCHEZ,Yuca
11390,PIURA-HUANCABAMBA-CANCHAQUE,Maiz amarillo duro
11391,PIURA-HUANCABAMBA-SAN MIGUEL DE EL FAIQUE,Arroz cascara
11392,PIURA-HUANCABAMBA-SAN MIGUEL DE EL FAIQUE,Papa color
11393,PIURA-MORROPON-YAMANGO,Maiz amilaceo
11394,SAN MARTIN-LAMAS-PINTO RECODO,Tomate
11395,SAN MARTIN-LAMAS-SHANAO,Tomate
11396,SAN MARTIN-SAN MARTIN-SAUCE,Tomate
11397,ANCASH-HUARAZ-OLLEROS,Trigo
11398,ANCASH-HUARAZ-PIRA,Cebada grano
11399,ANCASH-HUARAZ-PIRA,Trigo
11400,ANCASH-AIJA-CORIS,Arveja grano seco
11401,ANCASH-AIJA-CORIS,Tomate
11402,ANCASH-AIJA-HUACLLAN,Haba grano seco
11403,ANCASH-AIJA-HUACLLAN,Maiz amilaceo
11404,ANCASH-AIJA-SUCCHA,Arveja grano seco
11405,ANCASH-AIJA-SUCCHA,Cebada grano
11406,ANCASH-AIJA-SUCCHA,Haba grano seco
11407,ANCASH-ANTONIO RAYMONDI-LLAMELLIN,Cebada grano
11408,ANCASH-ANTONIO RAYMONDI-LLAMELLIN,Trigo
11409,ANCASH-ANTONIO RAYMONDI-CHINGAS,Cebada grano
11410,ANCASH-ANTONIO RAYMONDI-MIRGAS,Trigo
