DEPARTAMENTO,PROVINICA,DISTRITO,Precio Promedio,Volumen Promedio,Temperatura,Humedad,Precipitación,Cultivo
4,60,1205,1.39,3806.0,10.93,78.1,15.5,19
4,142,595,1.2,4245.0,10.93,78.1,15.5,17
7,79,256,1.19,214.2,22.46,85.88,454.83,9
7,4,196,1.65,1423.0,22.46,85.88,454.83,8
7,63,722,1.43,1741.0,22.46,85.88,454.83,10
8,46,1110,1.43,1741.0,15.95,85.93,18.69,10
9,50,291,1.53,15408.0,12.25,76.89,3.1,6
9,50,1073,9.54,3110.0,12.25,76.89,3.1,1
12,18,1223,1.2,4245.0,11.97,80.8,21.5,17
12,25,702,1.2,4245.0,11.97,80.8,21.5,17
12,31,1133,2.83,7219.0,11.97,80.8,21.5,16
12,80,82,1.19,214.2,11.97,80.8,21.5,9
12,84,723,3.81,3579.0,11.97,80.8,21.5,4
14,158,1241,2.27,24719.3,25.6,91.45,112.6,2
15,108,1291,3.81,3579.0,14.89,53.47,30.16,4
15,108,1291,1.43,1741.0,14.89,53.47,30.16,10
15,68,952,0.6,4525.0,14.89,53.47,30.16,13
20,156,136,2.83,7219.0,20.03,80.67,0.91,16
0,103,1059,0.6,4525.0,11.98,70.05,30.72,13
0,103,1162,2.41,151.0,9.55,64.71,0.0,7
1,86,171,1.23,1684.0,9.22,76.47,34.05,14
1,107,677,1.43,1741.0,9.22,76.47,34.05,10
1,150,253,2.27,24719.3,9.22,76.47,34.05,2
1,150,1125,2.27,24719.3,9.22,76.47,34.05,2
2,0,0,0.93,4777.0,22.93,92.09,0.0,5
2,0,372,1.65,1423.0,22.93,92.09,0.0,8
2,0,372,1.43,1741.0,22.93,92.09,0.0,10
2,0,895,1.19,214.2,22.93,92.09,0.0,9
2,5,47,3.3,2024.0,22.93,92.09,0.0,3
2,5,47,3.81,3579.0,22.93,92.09,0.0,4
2,5,50,1.65,1423.0,22.93,92.09,0.0,8
2,5,50,1.43,1741.0,22.93,92.09,0.0,10
2,5,839,1.33,2925.0,22.93,92.09,0.0,11
2,5,1034,3.3,2024.0,22.93,92.09,0.0,3
2,5,587,1.43,1741.0,22.93,92.09,0.0,10
2,47,44,1.65,1423.0,22.93,92.09,0.0,8
2,47,796,2.41,151.0,22.93,92.09,0.0,7
2,47,796,1.43,1741.0,22.93,92.09,0.0,10
2,47,1323,2.41,151.0,22.93,92.09,0.0,7
2,47,398,2.41,151.0,22.93,92.09,0.0,7
3,10,962,0.6,4525.0,19.93,83.2,1.83,13
3,10,1265,3.81,3579.0,19.93,83.2,1.83,4
3,40,456,3.3,2024.0,19.93,83.2,1.83,3
3,53,243,0.53,34789.0,19.93,83.2,1.83,12
3,53,243,0.6,4525.0,19.93,83.2,1.83,13
4,24,734,3.81,3579.0,10.93,78.1,15.5,4
4,48,252,1.43,1741.0,10.93,78.1,15.5,10
4,48,309,1.43,1741.0,10.93,78.1,15.5,10
4,48,744,1.43,1741.0,10.93,78.1,15.5,10
4,48,908,1.19,214.2,10.93,78.1,15.5,9
4,48,966,1.19,214.2,10.93,78.1,15.5,9
4,48,966,1.39,3806.0,10.93,78.1,15.5,19
4,60,143,0.93,4777.0,10.93,78.1,15.5,5
4,91,1021,1.43,1741.0,10.93,78.1,15.5,10
4,142,1055,1.2,4245.0,10.93,78.1,15.5,17
4,142,595,1.19,214.2,10.93,78.1,15.5,9
4,142,772,2.41,151.0,10.93,78.1,15.5,7
4,142,772,1.19,214.2,10.93,78.1,15.5,9
4,142,1229,1.2,4245.0,10.93,78.1,15.5,17
4,151,947,2.41,151.0,10.93,78.1,15.5,7
4,151,1377,1.2,4245.0,10.93,78.1,15.5,17
5,26,1119,1.53,15408.0,8.52,63.67,0.1,6
7,4,430,1.43,1741.0,22.46,85.88,454.83,10
7,63,832,0.6,10003.0,22.46,85.88,454.83,18
7,74,949,0.53,34789.0,22.46,85.88,454.83,12
7,74,949,0.6,4525.0,22.46,85.88,454.83,13
7,74,949,1.23,1684.0,22.46,85.88,454.83,14
8,46,230,1.43,1741.0,15.95,85.93,18.69,10
9,52,1064,9.54,3110.0,12.25,76.89,3.1,1
9,52,1064,1.65,1423.0,12.25,76.89,3.1,8
9,43,893,2.27,24719.3,12.25,76.89,3.1,2
9,50,291,9.54,3110.0,12.25,76.89,3.1,1
9,50,450,3.3,2024.0,12.25,76.89,3.1,3
10,20,97,1.43,1741.0,15.81,77.88,8.0,10
10,44,237,2.27,24719.3,21.42,83.62,1.22,2
10,44,821,2.27,24719.3,21.42,83.62,1.22,2
10,44,943,2.27,24719.3,21.42,83.62,1.22,2
10,127,1262,1.65,1423.0,0.0,0.0,0.0,8
10,127,1262,0.6,10003.0,0.0,0.0,0.0,18
10,127,467,1.43,1741.0,0.0,0.0,0.0,10
11,67,153,1.43,1741.0,23.15,79.03,19.43,10
11,67,153,1.2,4245.0,23.15,79.03,19.43,17
15,68,594,0.6,4525.0,14.89,53.47,30.16,13
17,75,1208,2.41,151.0,11.73,85.42,20.47,7
17,75,1208,1.43,1741.0,11.73,85.42,20.47,10
17,155,1220,9.94,4.0,11.73,85.42,20.47,15
19,19,104,2.83,7219.0,27.45,80.41,119.69,16
19,144,116,2.83,7219.0,27.35,73.08,97.21,16
3,10,195,0.6,4525.0,19.93,83.2,1.83,13
3,38,46,0.53,34789.0,19.93,83.2,1.83,12
4,56,1037,1.2,4245.0,10.93,78.1,15.5,17
4,146,1038,2.27,24719.3,10.93,78.1,15.5,2
4,146,1085,2.27,24719.3,10.93,78.1,15.5,2
7,100,185,2.27,24719.3,22.46,85.88,454.83,2
12,101,78,0.93,4777.0,11.97,80.8,21.5,5
12,25,416,0.53,34789.0,11.97,80.8,21.5,12
12,25,461,3.3,2024.0,11.97,80.8,21.5,3
12,84,723,0.6,4525.0,11.97,80.8,21.5,13
17,14,566,2.27,24719.3,11.73,85.42,20.47,2
17,14,566,1.19,214.2,11.73,85.42,20.47,9
17,14,758,2.27,24719.3,11.73,85.42,20.47,2
17,14,758,1.19,214.2,11.73,85.42,20.47,9
17,123,600,0.93,4777.0,11.73,85.42,20.47,5
1,83,699,1.2,4245.0,9.22,76.47,34.05,17
1,86,171,1.39,3806.0,9.22,76.47,34.05,19
1,86,500,0.53,34789.0,9.22,76.47,34.05,12
1,86,1130,1.39,3806.0,17.73,78.65,63.82,19
1,124,1142,1.39,3806.0,5.05,68.02,14.53,19
1,172,1361,3.3,2024.0,9.22,76.47,34.05,3
2,0,210,1.65,1423.0,22.93,92.09,0.0,8
2,0,895,3.3,2024.0,22.93,92.09,0.0,3
2,0,895,2.41,151.0,22.93,92.09,0.0,7
2,5,240,3.3,2024.0,22.93,92.09,0.0,3
2,5,240,2.41,151.0,22.93,92.09,0.0,7
2,5,839,2.41,151.0,22.93,92.09,0.0,7
2,5,1034,2.41,151.0,22.93,92.09,0.0,7
2,5,1098,3.3,2024.0,22.93,92.09,0.0,3
2,47,258,2.41,151.0,22.93,92.09,0.0,7
2,47,313,2.41,151.0,22.93,92.09,0.0,7
2,47,433,1.19,214.2,22.93,92.09,0.0,9
2,47,796,1.39,3806.0,22.93,92.09,0.0,19
2,47,810,1.2,4245.0,22.93,92.09,0.0,17
2,47,676,2.41,151.0,22.93,92.09,0.0,7
3,90,307,2.27,24719.3,19.93,83.2,1.83,2
3,90,385,2.27,24719.3,19.93,83.2,1.83,2
3,90,951,2.27,24719.3,19.93,83.2,1.83,2
3,90,951,2.83,7219.0,19.93,83.2,1.83,16
4,41,199,1.65,1423.0,10.93,78.1,15.5,8
4,48,252,0.93,4777.0,10.93,78.1,15.5,5
4,48,252,2.41,151.0,10.93,78.1,15.5,7
4,48,252,1.19,214.2,10.93,78.1,15.5,9
4,48,309,1.19,214.2,10.93,78.1,15.5,9
4,48,454,1.19,214.2,10.93,78.1,15.5,9
4,48,744,0.93,4777.0,10.93,78.1,15.5,5
4,48,744,1.33,2925.0,10.93,78.1,15.5,11
4,48,908,1.43,1741.0,10.93,78.1,15.5,10
4,91,555,1.2,4245.0,10.93,78.1,15.5,17
4,91,104,2.41,151.0,28.02,81.35,91.39,7
4,91,104,1.43,1741.0,28.02,81.35,91.39,10
4,91,279,2.41,151.0,10.93,78.1,15.5,7
4,91,279,1.2,4245.0,10.93,78.1,15.5,17
4,91,279,1.39,3806.0,10.93,78.1,15.5,19
4,91,319,1.2,4245.0,10.93,78.1,15.5,17
4,91,428,1.19,214.2,10.93,78.1,15.5,9
4,91,428,1.2,4245.0,10.93,78.1,15.5,17
4,91,644,1.19,214.2,10.93,78.1,15.5,9
4,91,644,1.43,1741.0,10.93,78.1,15.5,10
4,91,644,1.2,4245.0,10.93,78.1,15.5,17
4,91,927,2.41,151.0,10.93,78.1,15.5,7
4,91,927,1.19,214.2,10.93,78.1,15.5,9
4,91,939,2.41,151.0,9.18,58.96,23.91,7
4,91,1066,2.41,151.0,10.93,78.1,15.5,7
4,91,1066,1.19,214.2,10.93,78.1,15.5,9
4,91,1066,1.43,1741.0,10.93,78.1,15.5,10
4,91,1066,1.2,4245.0,10.93,78.1,15.5,17
4,142,266,1.19,214.2,10.93,78.1,15.5,9
4,142,266,1.2,4245.0,10.93,78.1,15.5,17
4,142,484,1.19,214.2,10.93,78.1,15.5,9
4,142,484,1.2,4245.0,10.93,78.1,15.5,17
4,142,595,2.41,151.0,10.93,78.1,15.5,7
4,142,1063,2.41,151.0,10.93,78.1,15.5,7
4,142,1063,1.19,214.2,10.93,78.1,15.5,9
4,142,1229,2.41,151.0,10.93,78.1,15.5,7
4,142,1229,1.19,214.2,10.93,78.1,15.5,9
4,142,1229,1.43,1741.0,10.93,78.1,15.5,10
4,143,888,1.19,214.2,10.93,78.1,15.5,9
5,7,493,0.6,10003.0,8.52,63.67,0.1,18
5,7,650,2.41,151.0,8.52,63.67,0.1,7
5,7,650,1.19,214.2,8.52,63.67,0.1,9
7,71,432,3.3,2024.0,22.46,85.88,454.83,3
7,121,212,1.43,1741.0,22.46,85.88,454.83,10
8,88,1016,9.94,4.0,15.95,85.93,18.69,15
8,46,1082,0.6,4525.0,15.95,85.93,18.69,13
9,78,204,0.53,34789.0,12.25,76.89,3.1,12
9,52,1064,0.6,10003.0,12.25,76.89,3.1,18
10,20,1318,2.41,151.0,0.0,0.0,0.0,7
10,117,815,1.43,1741.0,11.16,87.8,0.0,10
10,120,1112,2.27,24719.3,20.67,77.8,0.0,2
10,120,564,2.27,24719.3,20.67,77.8,0.0,2
10,120,1061,2.27,24719.3,20.67,77.8,0.0,2
10,148,286,2.41,151.0,13.17,70.45,11.9,7
10,148,315,1.19,214.2,13.17,70.45,11.9,9
10,148,1122,1.43,1741.0,13.17,70.45,11.9,10
10,148,1169,9.54,3110.0,13.17,70.45,11.9,1
10,148,1170,1.43,1741.0,13.17,70.45,11.9,10
10,152,1153,1.43,1741.0,16.02,69.91,0.7,10
10,152,54,1.43,1741.0,16.02,69.91,0.7,10
10,152,119,1.65,1423.0,16.02,69.91,0.7,8
10,152,752,1.65,1423.0,16.02,69.91,0.7,8
10,152,1201,1.65,1423.0,16.02,69.91,0.7,8
10,152,1201,1.43,1741.0,16.02,69.91,0.7,10
12,25,416,0.6,4525.0,11.97,80.8,21.5,13
12,25,416,1.23,1684.0,11.97,80.8,21.5,14
12,25,461,1.33,2925.0,11.97,80.8,21.5,11
12,25,461,0.6,4525.0,11.97,80.8,21.5,13
12,25,461,1.23,1684.0,11.97,80.8,21.5,14
12,25,702,1.43,1741.0,11.97,80.8,21.5,10
12,80,82,2.83,7219.0,11.97,80.8,21.5,16
12,85,1333,1.65,1423.0,11.97,80.8,21.5,8
12,171,323,1.65,1423.0,11.97,80.8,21.5,8
15,68,302,0.53,34789.0,14.89,53.47,30.16,12
17,14,820,1.43,1741.0,11.73,85.42,20.47,10
17,75,458,1.19,214.2,11.73,85.42,20.47,9
17,75,1208,1.19,214.2,11.73,85.42,20.47,9
17,75,1209,1.43,1741.0,11.73,85.42,20.47,10
18,16,1031,1.23,1684.0,9.82,63.89,59.4,14
0,103,1042,2.41,151.0,13.12,83.51,31.9,7
0,103,1042,1.65,1423.0,13.12,83.51,31.9,8
0,103,1042,1.43,1741.0,13.12,83.51,31.9,10
0,103,1042,0.6,4525.0,13.12,83.51,31.9,13
0,103,1162,3.81,3579.0,9.55,64.71,0.0,4
0,103,1162,1.65,1423.0,9.55,64.71,0.0,8
0,103,1162,0.53,34789.0,9.55,64.71,0.0,12
0,103,1042,1.19,214.2,13.12,83.51,31.9,9
0,103,1059,1.2,4245.0,11.98,70.05,30.72,17
2,0,0,3.81,3579.0,22.93,92.09,0.0,4
2,0,0,1.19,214.2,22.93,92.09,0.0,9
2,0,372,2.41,151.0,22.93,92.09,0.0,7
2,5,50,1.39,3806.0,22.93,92.09,0.0,19
2,5,1235,2.41,151.0,22.93,92.09,0.0,7
2,5,1312,3.3,2024.0,22.93,92.09,0.0,3
2,5,587,1.65,1423.0,22.93,92.09,0.0,8
2,15,226,2.41,151.0,22.93,92.09,0.0,7
3,38,46,0.6,4525.0,19.93,83.2,1.83,13
3,38,90,0.53,34789.0,19.93,83.2,1.83,12
3,38,249,0.6,4525.0,19.93,83.2,1.83,13
4,24,238,2.41,151.0,10.93,78.1,15.5,7
4,24,405,1.43,1741.0,10.93,78.1,15.5,10
4,24,565,3.3,2024.0,10.93,78.1,15.5,3
4,24,695,1.43,1741.0,10.93,78.1,15.5,10
4,48,252,3.81,3579.0,10.93,78.1,15.5,4
4,48,908,3.3,2024.0,10.93,78.1,15.5,3
4,48,1076,0.6,10003.0,10.93,78.1,15.5,18
4,60,282,1.19,214.2,10.93,78.1,15.5,9
4,91,319,2.83,7219.0,10.93,78.1,15.5,16
4,91,319,0.6,10003.0,10.93,78.1,15.5,18
4,142,1055,2.41,151.0,10.93,78.1,15.5,7
4,142,1055,1.19,214.2,10.93,78.1,15.5,9
4,142,1055,1.43,1741.0,10.93,78.1,15.5,10
4,145,782,1.43,1741.0,10.93,78.1,15.5,10
4,146,1038,1.43,1741.0,10.93,78.1,15.5,10
5,7,756,2.41,151.0,16.02,69.91,0.7,7
5,7,756,1.19,214.2,16.02,69.91,0.7,9
5,7,756,1.43,1741.0,16.02,69.91,0.7,10
5,7,1398,1.53,15408.0,8.52,63.67,0.1,6
5,128,463,0.6,10003.0,8.52,63.67,0.1,18
7,79,256,0.6,10003.0,22.46,85.88,454.83,18
7,63,722,3.3,2024.0,22.46,85.88,454.83,3
7,63,832,3.3,2024.0,22.46,85.88,454.83,3
7,63,985,3.3,2024.0,22.46,85.88,454.83,3
7,63,1364,3.3,2024.0,22.46,85.88,454.83,3
7,71,309,3.3,2024.0,22.46,85.88,454.83,3
7,100,1010,2.27,24719.3,22.46,85.88,454.83,2
9,43,890,2.27,24719.3,12.25,76.89,3.1,2
10,117,228,1.43,1741.0,11.16,87.8,0.0,10
10,117,483,1.43,1741.0,11.16,87.8,0.0,10
10,117,865,1.65,1423.0,11.16,87.8,0.0,8
10,117,865,1.43,1741.0,11.16,87.8,0.0,10
10,117,1200,1.65,1423.0,11.16,87.8,0.0,8
10,117,1327,1.43,1741.0,11.16,87.8,0.0,10
10,120,824,2.27,24719.3,20.67,77.8,0.0,2
10,168,224,2.27,24719.3,0.0,0.0,0.0,2
12,18,1224,1.19,214.2,11.97,80.8,21.5,9
12,25,133,3.3,2024.0,11.97,80.8,21.5,3
12,25,416,2.41,151.0,11.97,80.8,21.5,7
12,25,416,1.33,2925.0,11.97,80.8,21.5,11
12,25,702,1.65,1423.0,11.97,80.8,21.5,8
12,84,736,3.81,3579.0,11.97,80.8,21.5,4
12,84,1032,1.65,1423.0,11.97,80.8,21.5,8
12,84,1093,3.81,3579.0,11.97,80.8,21.5,4
12,85,1333,1.53,2272.0,11.97,80.8,21.5,0
12,171,91,3.81,3579.0,9.88,65.79,58.28,4
12,171,652,1.65,1423.0,11.97,80.8,21.5,8
15,68,594,0.53,34789.0,14.89,53.47,30.16,12
17,75,1100,1.43,1741.0,11.73,85.42,20.47,10
17,75,1209,1.65,1423.0,11.73,85.42,20.47,8
1,81,542,1.65,1423.0,9.22,76.47,34.05,8
1,2,21,1.65,1423.0,9.22,76.47,34.05,8
1,2,349,1.65,1423.0,9.22,76.47,34.05,8
1,2,606,3.3,2024.0,9.22,76.47,34.05,3
1,2,606,1.65,1423.0,9.22,76.47,34.05,8
1,21,1,1.19,214.2,9.22,76.47,34.05,9
1,21,157,0.93,4777.0,9.22,76.47,34.05,5
1,21,157,1.65,1423.0,9.22,76.47,34.05,8
1,21,447,1.43,1741.0,9.22,76.47,34.05,10
1,21,499,1.43,1741.0,9.22,76.47,34.05,10
1,21,510,1.43,1741.0,9.22,76.47,34.05,10
1,21,704,3.3,2024.0,9.22,76.47,34.05,3
1,21,1270,1.43,1741.0,9.22,76.47,34.05,10
1,37,1374,2.83,7219.0,9.22,76.47,34.05,16
1,82,486,3.3,2024.0,9.22,76.47,34.05,3
1,82,486,2.83,7219.0,9.22,76.47,34.05,16
1,82,56,3.3,2024.0,9.22,76.47,34.05,3
1,82,134,3.3,2024.0,9.22,76.47,34.05,3
1,82,231,3.3,2024.0,9.22,76.47,34.05,3
1,82,429,3.3,2024.0,9.22,76.47,34.05,3
1,82,434,3.3,2024.0,9.22,76.47,34.05,3
1,82,436,3.3,2024.0,9.22,76.47,34.05,3
1,82,477,3.3,2024.0,9.22,76.47,34.05,3
1,82,728,3.3,2024.0,9.22,76.47,34.05,3
1,82,885,3.3,2024.0,9.22,76.47,34.05,3
1,82,930,3.3,2024.0,9.22,76.47,34.05,3
1,82,991,3.3,2024.0,9.22,76.47,34.05,3
1,82,991,1.43,1741.0,9.22,76.47,34.05,10
1,82,1088,3.3,2024.0,9.22,76.47,34.05,3
1,82,1108,3.3,2024.0,9.22,76.47,34.05,3
1,82,1317,3.3,2024.0,9.22,76.47,34.05,3
1,86,508,1.65,1423.0,9.22,76.47,34.05,8
1,116,3,2.41,151.0,9.22,76.47,34.05,7
1,116,3,1.2,4245.0,9.22,76.47,34.05,17
1,116,314,0.93,4777.0,9.22,76.47,34.05,5
1,124,112,2.41,151.0,9.22,76.47,34.05,7
1,124,108,1.43,1741.0,9.22,76.47,34.05,10
1,150,687,1.43,1741.0,9.22,76.47,34.05,10
2,0,210,2.41,151.0,22.93,92.09,0.0,7
2,0,301,2.41,151.0,22.93,92.09,0.0,7
2,0,372,1.19,214.2,22.93,92.09,0.0,9
2,0,1105,2.41,151.0,22.93,92.09,0.0,7
2,5,47,2.41,151.0,22.93,92.09,0.0,7
2,5,50,3.3,2024.0,22.93,92.09,0.0,3
2,5,50,1.53,15408.0,22.93,92.09,0.0,6
2,5,50,2.41,151.0,22.93,92.09,0.0,7
2,5,50,1.19,214.2,22.93,92.09,0.0,9
2,5,462,3.3,2024.0,22.93,92.09,0.0,3
2,5,464,3.3,2024.0,22.93,92.09,0.0,3
2,5,1098,2.41,151.0,22.93,92.09,0.0,7
2,5,587,3.3,2024.0,22.93,92.09,0.0,3
2,5,587,2.41,151.0,22.93,92.09,0.0,7
2,15,170,1.53,15408.0,22.93,92.09,0.0,6
2,47,258,1.19,214.2,22.93,92.09,0.0,9
2,47,313,3.3,2024.0,22.93,92.09,0.0,3
2,47,313,0.93,4777.0,22.93,92.09,0.0,5
2,47,313,1.19,214.2,22.93,92.09,0.0,9
2,47,313,2.83,7219.0,22.93,92.09,0.0,16
2,47,796,1.19,214.2,22.93,92.09,0.0,9
2,47,1323,3.3,2024.0,22.93,92.09,0.0,3
2,47,1323,0.93,4777.0,22.93,92.09,0.0,5
2,47,1323,1.19,214.2,22.93,92.09,0.0,9
2,47,1323,2.83,7219.0,22.93,92.09,0.0,16
2,47,1323,1.2,4245.0,22.93,92.09,0.0,17
2,47,989,1.19,214.2,22.93,92.09,0.0,9
2,47,398,1.19,214.2,22.93,92.09,0.0,9
3,10,753,0.6,4525.0,19.93,83.2,1.83,13
3,10,1080,9.54,3110.0,19.93,83.2,1.83,1
3,38,62,1.19,214.2,19.93,83.2,1.83,9
3,38,1343,9.54,3110.0,19.93,83.2,1.83,1
3,40,666,3.81,3579.0,19.93,83.2,1.83,4
3,53,1000,2.27,24719.3,19.67,56.34,0.0,2
4,24,238,1.43,1741.0,10.93,78.1,15.5,10
4,24,356,1.43,1741.0,10.93,78.1,15.5,10
4,24,654,1.65,1423.0,10.93,78.1,15.5,8
4,48,55,1.2,4245.0,10.93,78.1,15.5,17
4,48,252,0.6,10003.0,10.93,78.1,15.5,18
4,48,331,1.2,4245.0,10.93,78.1,15.5,17
4,48,623,0.6,10003.0,10.93,78.1,15.5,18
4,48,744,9.54,3110.0,10.93,78.1,15.5,1
4,48,1076,9.54,3110.0,10.93,78.1,15.5,1
4,48,1287,2.27,24719.3,10.93,78.1,15.5,2
4,56,370,1.65,1423.0,10.93,78.1,15.5,8
4,56,370,1.43,1741.0,10.93,78.1,15.5,10
4,56,422,1.43,1741.0,10.93,78.1,15.5,10
4,56,422,0.53,34789.0,10.93,78.1,15.5,12
4,56,1037,1.43,1741.0,10.93,78.1,15.5,10
4,56,1037,0.53,34789.0,10.93,78.1,15.5,12
4,56,1134,1.43,1741.0,10.93,78.1,15.5,10
4,56,1244,1.43,1741.0,10.93,78.1,15.5,10
4,91,1066,0.6,10003.0,10.93,78.1,15.5,18
5,128,125,0.6,10003.0,8.52,63.67,0.1,18
7,63,297,3.3,2024.0,22.46,85.88,454.83,3
7,63,722,2.41,151.0,22.46,85.88,454.83,7
7,63,722,1.39,3806.0,22.46,85.88,454.83,19
7,71,432,2.41,151.0,22.46,85.88,454.83,7
7,71,154,3.3,2024.0,22.46,85.88,454.83,3
7,71,906,3.3,2024.0,22.46,85.88,454.83,3
7,71,906,2.41,151.0,22.46,85.88,454.83,7
9,50,450,0.6,10003.0,12.25,76.89,3.1,18
9,50,1298,1.53,15408.0,12.25,76.89,3.1,6
10,11,1149,1.39,3806.0,17.82,84.82,0.0,19
10,11,176,1.2,4245.0,17.82,84.82,0.0,17
10,117,815,0.6,10003.0,11.16,87.8,0.0,18
10,117,597,1.43,1741.0,11.16,87.8,0.0,10
10,148,715,0.6,10003.0,13.17,70.45,11.9,18
11,45,875,2.27,24719.3,23.15,79.03,19.43,2
11,97,748,0.93,4777.0,23.15,79.03,19.43,5
11,97,748,1.19,214.2,23.15,79.03,19.43,9
11,97,748,1.43,1741.0,23.15,79.03,19.43,10
12,18,1224,1.53,15408.0,11.97,80.8,21.5,6
12,25,133,1.65,1423.0,11.97,80.8,21.5,8
12,25,133,1.43,1741.0,11.97,80.8,21.5,10
12,25,343,3.3,2024.0,11.97,80.8,21.5,3
12,25,343,1.65,1423.0,11.97,80.8,21.5,8
12,25,343,1.43,1741.0,11.97,80.8,21.5,10
12,25,416,3.81,3579.0,11.97,80.8,21.5,4
12,25,702,1.33,2925.0,11.97,80.8,21.5,11
12,25,702,1.23,1684.0,11.97,80.8,21.5,14
12,80,482,2.41,151.0,11.97,80.8,21.5,7
12,84,167,3.81,3579.0,11.97,80.8,21.5,4
12,84,723,1.43,1741.0,11.97,80.8,21.5,10
12,84,1081,3.81,3579.0,11.97,80.8,21.5,4
12,84,1107,3.81,3579.0,11.97,80.8,21.5,4
12,84,1111,3.81,3579.0,11.97,80.8,21.5,4
12,84,1124,1.43,1741.0,11.97,80.8,21.5,10
12,119,311,2.41,151.0,11.97,80.8,21.5,7
12,171,91,1.43,1741.0,9.88,65.79,58.28,10
12,171,272,1.65,1423.0,11.97,80.8,21.5,8
12,171,314,1.43,1741.0,11.97,80.8,21.5,10
12,171,652,0.6,10003.0,11.97,80.8,21.5,18
12,171,980,1.43,1741.0,11.97,80.8,21.5,10
15,108,1291,0.53,34789.0,14.89,53.47,30.16,12
15,68,808,0.6,4525.0,14.89,53.47,30.16,13
15,68,302,0.6,4525.0,14.89,53.47,30.16,13
15,68,978,0.6,4525.0,14.89,53.47,30.16,13
16,61,206,3.3,2024.0,18.55,83.16,81.35,3
17,14,621,1.43,1741.0,11.73,85.42,20.47,10
17,75,155,2.41,151.0,11.73,85.42,20.47,7
17,75,155,1.43,1741.0,11.73,85.42,20.47,10
17,75,490,1.33,2925.0,11.73,85.42,20.47,11
17,75,624,2.27,24719.3,11.73,85.42,20.47,2
17,75,624,2.41,151.0,11.73,85.42,20.47,7
17,75,624,1.19,214.2,11.73,85.42,20.47,9
17,75,624,1.43,1741.0,11.73,85.42,20.47,10
17,75,1100,1.19,214.2,11.73,85.42,20.47,9
17,113,1158,1.43,1741.0,11.73,85.42,20.47,10
19,19,1103,2.83,7219.0,27.45,80.41,119.69,16
20,30,375,1.53,2272.0,20.03,80.67,0.91,0
21,55,1396,1.19,214.2,25.19,85.21,1.1,9
3,34,213,1.2,4245.0,19.93,83.2,1.83,17
3,34,969,0.93,4777.0,19.93,83.2,1.83,5
3,34,969,1.19,214.2,19.93,83.2,1.83,9
3,90,739,2.27,24719.3,19.93,83.2,1.83,2
4,24,356,1.19,214.2,10.93,78.1,15.5,9
4,24,356,1.33,2925.0,10.93,78.1,15.5,11
4,24,695,1.2,4245.0,10.93,78.1,15.5,17
4,48,744,2.27,24719.3,10.93,78.1,15.5,2
4,56,342,2.27,24719.3,10.93,78.1,15.5,2
4,56,422,1.65,1423.0,10.93,78.1,15.5,8
4,56,1244,1.65,1423.0,10.93,78.1,15.5,8
4,145,1053,1.43,1741.0,10.93,78.1,15.5,10
4,151,1130,1.53,2272.0,10.93,78.1,15.5,0
7,71,309,3.81,3579.0,22.46,85.88,454.83,4
10,117,815,1.2,4245.0,11.16,87.8,0.0,17
10,117,1022,1.2,4245.0,11.16,87.8,0.0,17
10,117,1200,1.2,4245.0,11.16,87.8,0.0,17
10,152,1201,1.2,4245.0,16.02,69.91,0.7,17
11,45,245,2.27,24719.3,23.15,79.03,19.43,2
11,45,616,2.27,24719.3,23.15,79.03,19.43,2
11,45,904,2.27,24719.3,23.15,79.03,19.43,2
12,84,723,0.93,4777.0,11.97,80.8,21.5,5
12,84,1214,0.93,4777.0,11.97,80.8,21.5,5
12,171,87,1.65,1423.0,11.97,80.8,21.5,8
12,171,455,3.3,2024.0,11.97,80.8,21.5,3
12,171,455,2.41,151.0,11.97,80.8,21.5,7
12,171,807,1.65,1423.0,11.97,80.8,21.5,8
12,171,1060,3.81,3579.0,11.97,80.8,21.5,4
12,171,1060,2.41,151.0,11.97,80.8,21.5,7
12,171,1310,3.81,3579.0,11.97,80.8,21.5,4
15,108,1026,1.39,3806.0,14.89,53.47,30.16,19
15,68,808,0.53,34789.0,14.89,53.47,30.16,12
17,14,566,1.43,1741.0,11.73,85.42,20.47,10
17,14,566,1.39,3806.0,11.73,85.42,20.47,19
17,14,621,2.27,24719.3,11.73,85.42,20.47,2
17,14,758,1.39,3806.0,11.73,85.42,20.47,19
17,14,820,2.27,24719.3,11.73,85.42,20.47,2
17,75,155,0.93,4777.0,11.73,85.42,20.47,5
17,75,490,0.93,4777.0,11.73,85.42,20.47,5
17,75,490,1.43,1741.0,11.73,85.42,20.47,10
17,113,214,1.19,214.2,11.73,85.42,20.47,9
17,113,214,1.43,1741.0,11.73,85.42,20.47,10
17,113,1158,2.27,24719.3,11.73,85.42,20.47,2
17,113,1158,1.19,214.2,11.73,85.42,20.47,9
21,174,1394,1.19,214.2,25.19,85.21,1.1,9
21,174,1394,1.2,4245.0,25.19,85.21,1.1,17
21,174,1394,1.39,3806.0,25.19,85.21,1.1,19
21,174,18,1.39,3806.0,25.19,85.21,1.1,19
21,174,862,1.2,4245.0,25.19,85.21,1.1,17
21,174,862,1.39,3806.0,25.19,85.21,1.1,19
1,81,485,3.3,2024.0,9.22,76.47,34.05,3
1,81,485,3.81,3579.0,9.22,76.47,34.05,4
1,81,485,1.65,1423.0,9.22,76.47,34.05,8
